product_id,trade_date,current_price,size,google_trend_n_day,google_trend_release
36,2020-12-11,155000,275,54,52
36,2020-12-12,140000,270,53,52
36,2020-12-12,140000,255,53,52
36,2020-12-14,140000,250,53,52
36,2020-12-14,155000,275,53,52
36,2020-12-15,150000,250,53,52
36,2020-12-15,105000,250,53,52
36,2020-12-17,150000,280,52,52
36,2020-12-17,140000,255,52,52
36,2020-12-18,140000,260,52,52
36,2020-12-18,140000,270,52,52
36,2020-12-18,155000,265,52,52
36,2020-12-19,150000,275,52,52
36,2020-12-20,110000,255,52,52
36,2020-12-20,100000,300,52,52
36,2020-12-20,155000,255,52,52
36,2020-12-21,111000,250,52,52
36,2020-12-22,129000,250,51,52
36,2020-12-22,135000,275,51,52
36,2020-12-23,149000,285,51,52
36,2020-12-23,150000,240,51,52
36,2020-12-24,133000,255,51,52
36,2020-12-25,112000,285,51,52
36,2020-12-27,150000,255,50,52
36,2020-12-27,150000,240,50,52
36,2020-12-27,150000,265,50,52
36,2020-12-27,159000,280,50,52
36,2020-12-28,150000,250,50,52
36,2020-12-28,159000,250,50,52
36,2020-12-29,159000,240,50,52
36,2020-12-29,150000,290,50,52
36,2020-12-29,150000,265,50,52
36,2020-12-29,122000,280,50,52
36,2020-12-29,159000,280,50,52
36,2020-12-29,150000,255,50,52
36,2020-12-29,155000,260,50,52
36,2020-12-30,159000,240,50,52
36,2020-12-30,150000,265,50,52
36,2020-12-30,140000,260,50,52
36,2020-12-30,149000,270,50,52
36,2020-12-31,159000,260,50,52
36,2020-12-31,150000,265,50,52
36,2020-12-31,160000,270,50,52
36,2020-12-31,159000,240,50,52
36,2021-01-01,158000,265,50,52
36,2021-01-01,140000,260,50,52
36,2021-01-01,170000,275,50,52
36,2021-01-02,159000,240,50,52
36,2021-01-02,129000,255,50,52
36,2021-01-02,155000,285,50,52
36,2021-01-03,175000,275,50,52
36,2021-01-03,125000,250,50,52
36,2021-01-03,129000,250,50,52
36,2021-01-03,150000,270,50,52
36,2021-01-03,164000,260,50,52
36,2021-01-04,159000,265,50,52
36,2021-01-04,136000,255,50,52
36,2021-01-04,165000,285,50,52
36,2021-01-04,139000,255,50,52
36,2021-01-04,159000,270,50,52
36,2021-01-04,159000,240,50,52
36,2021-01-05,173000,280,50,52
36,2021-01-05,165000,265,50,52
36,2021-01-06,158000,265,50,52
36,2021-01-06,140000,270,50,52
36,2021-01-06,140000,280,50,52
36,2021-01-06,169000,275,50,52
36,2021-01-06,159000,270,50,52
36,2021-01-07,154000,290,50,52
36,2021-01-07,140000,250,50,52
36,2021-01-08,159000,240,50,52
36,2021-01-08,165000,270,50,52
36,2021-01-08,138000,250,50,52
36,2021-01-08,180000,275,50,52
36,2021-01-08,144000,255,50,52
36,2021-01-10,139000,250,50,52
36,2021-01-10,147000,250,50,52
36,2021-01-10,165000,285,50,52
36,2021-01-11,145000,255,50,52
36,2021-01-11,157000,265,50,52
36,2021-01-11,156000,260,50,52
36,2021-01-11,145000,290,50,52
36,2021-01-11,148000,250,50,52
36,2021-01-12,143000,255,50,52
36,2021-01-12,158000,265,50,52
36,2021-01-12,169000,270,50,52
36,2021-01-14,169000,240,50,52
36,2021-01-14,145000,250,50,52
36,2021-01-14,155000,260,50,52
36,2021-01-15,159000,265,50,52
36,2021-01-15,163000,265,50,52
36,2021-01-15,137000,255,50,52
36,2021-01-16,155000,260,50,52
36,2021-01-17,175000,270,51,52
36,2021-01-17,159000,260,51,52
36,2021-01-18,139000,290,51,52
36,2021-01-18,175000,265,51,52
36,2021-01-18,185000,265,51,52
36,2021-01-19,179000,270,51,52
36,2021-01-21,155000,255,51,52
36,2021-01-21,130000,290,51,52
36,2021-01-22,128000,300,51,52
36,2021-01-24,128000,310,51,52
36,2021-01-24,170000,260,51,52
36,2021-01-24,140000,275,51,52
36,2021-01-24,129000,255,51,52
36,2021-01-25,130000,255,51,52
36,2021-01-25,155000,290,51,52
36,2021-01-25,165000,285,51,52
36,2021-01-25,168000,275,51,52
36,2021-01-26,119000,300,51,52
36,2021-01-27,143000,250,51,52
36,2021-01-27,174000,260,51,52
36,2021-01-27,168000,275,51,52
36,2021-01-27,169000,275,51,52
36,2021-01-27,129000,255,51,52
36,2021-01-27,142000,255,51,52
36,2021-01-28,155000,290,51,52
36,2021-01-28,144000,250,51,52
36,2021-01-29,150000,280,51,52
36,2021-01-30,139000,255,51,52
36,2021-01-31,187000,265,51,52
36,2021-01-31,199000,270,51,52
36,2021-01-31,139000,255,51,52
36,2021-02-01,139000,255,52,52
36,2021-02-01,140000,290,52,52
36,2021-02-02,140000,255,52,52
36,2021-02-04,145000,290,52,52
36,2021-02-05,171000,270,52,52
36,2021-02-05,165000,275,52,52
36,2021-02-05,180000,265,52,52
36,2021-02-06,145000,255,53,52
36,2021-02-06,150000,255,53,52
36,2021-02-06,155000,250,53,52
36,2021-02-06,180000,265,53,52
36,2021-02-07,155000,255,53,52
36,2021-02-08,200000,250,53,52
36,2021-02-09,126000,300,53,52
36,2021-02-11,140000,290,54,52
36,2021-02-11,185000,280,54,52
36,2021-02-12,159000,255,54,52
36,2021-02-12,149000,290,54,52
36,2021-02-13,169000,290,54,52
36,2021-02-13,127000,300,54,52
36,2021-02-15,175000,270,55,52
36,2021-02-15,190000,270,55,52
36,2021-02-16,190000,270,55,52
36,2021-02-16,145000,290,55,52
36,2021-02-17,170000,265,55,52
36,2021-02-17,128000,300,55,52
36,2021-02-17,145000,255,55,52
36,2021-02-18,129000,300,55,52
36,2021-02-18,150000,290,55,52
36,2021-02-19,200000,240,55,52
36,2021-02-19,177000,275,55,52
36,2021-02-21,200000,275,56,52
36,2021-02-22,215000,270,56,52
36,2021-02-22,199000,260,56,52
36,2021-02-22,197000,265,56,52
36,2021-02-23,170000,280,56,52
36,2021-02-24,127000,300,56,52
36,2021-02-24,180000,260,56,52
36,2021-02-25,170000,280,57,52
36,2021-02-25,190000,275,57,52
36,2021-02-27,185000,270,57,52
36,2021-03-01,190000,270,58,52
36,2021-03-02,190000,275,58,52
36,2021-03-02,185000,270,58,52
36,2021-03-03,180000,270,58,52
36,2021-03-03,140000,270,58,52
36,2021-03-03,170000,265,58,52
36,2021-03-04,180000,260,59,52
36,2021-03-04,169000,290,59,52
36,2021-03-04,170000,265,59,52
36,2021-03-04,150000,270,59,52
36,2021-03-04,150000,255,59,52
36,2021-03-04,160000,280,59,52
36,2021-03-04,179000,260,59,52
36,2021-03-04,172000,270,59,52
36,2021-03-05,170000,240,59,52
36,2021-03-05,180000,275,59,52
36,2021-03-05,169000,270,59,52
36,2021-03-05,168000,260,59,52
36,2021-03-06,161000,265,60,52
36,2021-03-06,160000,265,60,52
36,2021-03-06,150000,270,60,52
36,2021-03-06,155000,260,60,52
36,2021-03-07,166000,265,60,52
36,2021-03-07,157000,275,60,52
36,2021-03-07,155000,270,60,52
36,2021-03-07,170000,275,60,52
36,2021-03-07,168000,280,60,52
36,2021-03-07,160000,285,60,52
36,2021-03-08,150000,270,61,52
36,2021-03-08,160000,260,61,52
36,2021-03-08,179000,260,61,52
36,2021-03-08,167000,270,61,52
36,2021-03-09,154000,260,61,52
36,2021-03-10,165000,265,62,52
36,2021-03-10,169000,265,62,52
36,2021-03-10,175000,260,62,52
36,2021-03-11,167000,280,62,52
36,2021-03-11,160000,270,62,52
36,2021-03-11,165000,280,62,52
36,2021-03-12,155000,270,62,52
36,2021-03-12,160000,270,62,52
36,2021-03-13,159000,275,63,52
36,2021-03-13,180000,260,63,52
36,2021-03-13,152000,270,63,52
36,2021-03-14,162000,280,63,52
36,2021-03-14,160000,275,63,52
36,2021-03-14,159000,280,63,52
36,2021-03-14,166000,275,63,52
36,2021-03-14,160000,270,63,52
36,2021-03-15,172000,265,64,52
36,2021-03-15,160000,290,64,52
36,2021-03-15,160000,270,64,52
36,2021-03-15,150000,260,64,52
36,2021-03-16,165000,270,64,52
36,2021-03-16,150000,280,64,52
36,2021-03-16,145000,280,64,52
36,2021-03-16,163000,270,64,52
36,2021-03-17,166000,270,65,52
36,2021-03-17,150000,275,65,52
36,2021-03-17,168000,255,65,52
36,2021-03-17,126000,300,65,52
36,2021-03-17,157000,265,65,52
36,2021-03-18,145000,280,65,52
36,2021-03-18,155000,265,65,52
36,2021-03-18,165000,250,65,52
36,2021-03-18,140000,260,65,52
36,2021-03-18,135000,280,65,52
36,2021-03-18,164000,270,65,52
36,2021-03-19,145000,280,66,52
36,2021-03-19,160000,260,66,52
36,2021-03-19,160000,275,66,52
36,2021-03-19,130000,285,66,52
36,2021-03-19,155000,265,66,52
36,2021-03-19,150000,275,66,52
36,2021-03-20,149000,280,66,52
36,2021-03-20,165000,270,66,52
36,2021-03-20,156000,260,66,52
36,2021-03-21,170000,275,67,52
36,2021-03-21,173000,275,67,52
36,2021-03-21,169000,270,67,52
36,2021-03-21,158000,265,67,52
36,2021-03-22,144000,280,67,52
36,2021-03-22,135000,285,67,52
36,2021-03-22,160000,260,67,52
36,2021-03-23,159000,260,67,52
36,2021-03-23,167000,280,67,52
36,2021-03-24,164000,280,68,52
36,2021-03-24,172000,270,68,52
36,2021-03-25,157000,285,68,52
36,2021-03-27,199000,250,69,52
36,2021-03-27,145000,260,69,52
36,2021-03-27,172000,270,69,52
36,2021-03-27,147000,260,69,52
36,2021-03-28,148000,260,70,52
36,2021-03-29,148000,260,70,52
36,2021-03-29,170000,270,70,52
36,2021-03-29,141000,255,70,52
36,2021-03-30,164000,265,71,52
36,2021-03-31,159000,280,71,52
36,2021-03-31,159000,275,71,52
36,2021-03-31,155000,260,71,52
36,2021-03-31,163000,260,71,52
36,2021-04-01,163000,275,72,52
36,2021-04-01,169000,265,72,52
36,2021-04-01,164000,275,72,52
36,2021-04-02,158000,280,71,52
36,2021-04-02,174000,265,71,52
36,2021-04-03,173000,270,71,52
36,2021-04-04,169000,255,71,52
36,2021-04-05,159000,280,70,52
36,2021-04-05,199000,240,70,52
36,2021-04-05,160000,280,70,52
36,2021-04-06,162000,280,70,52
36,2021-04-07,155000,260,70,52
36,2021-04-07,173000,265,70,52
36,2021-04-09,175000,270,69,52
36,2021-04-09,195000,265,69,52
36,2021-04-10,173000,260,69,52
36,2021-04-10,219000,265,69,52
36,2021-04-11,218000,270,69,52
36,2021-04-11,129000,240,69,52
36,2021-04-12,160000,270,69,52
36,2021-04-12,199000,280,69,52
36,2021-04-13,158000,285,68,52
36,2021-04-16,141000,260,68,52
36,2021-04-16,168000,260,68,52
36,2021-04-16,190000,240,68,52
36,2021-04-16,190000,280,68,52
36,2021-04-17,165000,270,67,52
36,2021-04-17,179000,270,67,52
36,2021-04-17,170000,260,67,52
36,2021-04-18,160000,275,67,52
36,2021-04-18,163000,270,67,52
36,2021-04-18,165000,285,67,52
36,2021-04-19,199000,260,67,52
36,2021-04-20,161000,270,66,52
36,2021-04-20,167000,270,66,52
36,2021-04-21,162000,270,66,52
36,2021-04-21,139000,265,66,52
36,2021-04-22,139000,265,66,52
36,2021-04-23,163000,270,66,52
36,2021-04-24,138000,265,65,52
36,2021-04-25,159000,255,65,52
36,2021-04-25,175000,280,65,52
36,2021-04-26,140000,265,65,52
36,2021-04-26,168000,280,65,52
36,2021-04-27,169000,280,65,52
36,2021-04-27,159000,270,65,52
36,2021-04-30,169000,270,64,52
36,2021-04-30,140000,265,64,52
36,2021-05-01,156000,280,64,52
36,2021-05-01,163000,250,64,52
36,2021-05-02,148000,265,63,52
36,2021-05-02,170000,270,63,52
36,2021-05-02,158000,280,63,52
36,2021-05-03,175000,270,63,52
36,2021-05-03,158000,290,63,52
36,2021-05-03,140000,250,63,52
36,2021-05-04,185000,270,63,52
36,2021-05-04,189000,260,63,52
36,2021-05-04,165000,280,63,52
36,2021-05-04,167000,280,63,52
36,2021-05-05,160000,265,63,52
36,2021-05-05,150000,280,63,52
36,2021-05-05,148000,255,63,52
36,2021-05-05,139000,250,63,52
36,2021-05-06,139000,250,63,52
36,2021-05-07,165000,265,63,52
36,2021-05-07,154000,280,63,52
36,2021-05-07,164000,265,63,52
36,2021-05-07,158000,265,63,52
36,2021-05-07,179000,270,63,52
36,2021-05-08,169000,275,62,52
36,2021-05-08,144000,280,62,52
36,2021-05-09,149000,280,62,52
36,2021-05-09,150000,280,62,52
36,2021-05-09,155000,280,62,52
36,2021-05-11,180000,250,62,52
36,2021-05-11,150000,260,62,52
36,2021-05-12,159000,260,62,52
36,2021-05-13,175000,270,62,52
36,2021-05-13,155000,260,62,52
36,2021-05-14,160000,280,61,52
36,2021-05-14,165000,260,61,52
36,2021-05-15,174000,270,61,52
36,2021-05-15,150000,280,61,52
36,2021-05-15,178000,280,61,52
36,2021-05-16,175000,270,61,52
36,2021-05-17,190000,270,61,52
36,2021-05-17,163000,260,61,52
36,2021-05-17,185000,240,61,52
36,2021-05-18,150000,265,61,52
36,2021-05-18,151000,270,61,52
36,2021-05-18,150000,260,61,52
36,2021-05-18,185000,255,61,52
36,2021-05-19,148000,260,61,52
36,2021-05-19,166000,265,61,52
36,2021-05-20,155000,260,60,52
36,2021-05-20,185000,270,60,52
36,2021-05-20,158000,290,60,52
36,2021-05-21,195000,260,60,52
36,2021-05-21,178000,265,60,52
36,2021-05-21,150000,240,60,52
36,2021-05-21,130000,240,60,52
36,2021-05-21,159000,290,60,52
36,2021-05-22,170000,275,60,52
36,2021-05-22,177000,280,60,52
36,2021-05-23,179000,275,60,52
36,2021-05-24,179000,260,60,52
36,2021-05-25,172000,265,60,52
36,2021-05-25,140000,240,60,52
36,2021-05-25,183000,270,60,52
36,2021-05-26,165000,280,59,52
36,2021-05-26,204000,275,59,52
36,2021-05-26,180000,240,59,52
36,2021-05-27,190000,255,59,52
36,2021-05-27,199000,245,59,52
36,2021-05-27,174000,270,59,52
36,2021-05-28,167000,265,59,52
36,2021-05-28,172000,270,59,52
36,2021-05-28,165000,240,59,52
36,2021-05-28,141000,270,59,52
36,2021-05-29,170000,265,59,52
36,2021-05-30,176000,260,59,52
36,2021-05-30,165000,240,59,52
36,2021-05-30,160000,275,59,52
36,2021-05-31,165000,265,59,52
36,2021-05-31,166000,265,59,52
36,2021-05-31,177000,275,59,52
36,2021-05-31,200000,245,59,52
36,2021-06-02,156000,270,59,52
36,2021-06-02,157000,270,59,52
36,2021-06-02,160000,270,59,52
36,2021-06-02,141000,265,59,52
36,2021-06-03,150000,275,59,52
36,2021-06-03,146000,270,59,52
36,2021-06-04,150000,270,59,52
36,2021-06-04,160000,240,59,52
36,2021-06-04,160000,270,59,52
36,2021-06-05,163000,270,59,52
36,2021-06-05,160000,280,59,52
36,2021-06-06,160000,285,60,52
36,2021-06-06,160000,240,60,52
36,2021-06-06,159000,270,60,52
36,2021-06-06,169000,275,60,52
36,2021-06-06,170000,275,60,52
36,2021-06-07,163000,265,60,52
36,2021-06-07,177000,260,60,52
36,2021-06-08,175000,260,60,52
36,2021-06-08,143000,265,60,52
36,2021-06-08,145000,285,60,52
36,2021-06-08,150000,275,60,52
36,2021-06-08,170000,250,60,52
36,2021-06-09,177000,240,60,52
36,2021-06-09,161000,255,60,52
36,2021-06-09,168000,285,60,52
36,2021-06-10,163000,265,61,52
36,2021-06-10,155000,270,61,52
36,2021-06-10,160000,280,61,52
36,2021-06-10,164000,265,61,52
36,2021-06-10,149000,270,61,52
36,2021-06-11,171000,250,61,52
36,2021-06-11,161000,275,61,52
36,2021-06-11,169000,255,61,52
36,2021-06-11,170000,255,61,52
36,2021-06-11,168000,265,61,52
36,2021-06-11,199000,290,61,52
36,2021-06-11,155000,270,61,52
36,2021-06-12,180000,250,61,52
36,2021-06-12,178000,240,61,52
36,2021-06-12,178000,275,61,52
36,2021-06-12,171000,265,61,52
36,2021-06-12,173000,265,61,52
36,2021-06-14,170000,250,62,52
36,2021-06-14,160000,260,62,52
36,2021-06-14,185000,255,62,52
36,2021-06-15,168000,275,62,52
36,2021-06-15,160000,260,62,52
36,2021-06-15,160000,270,62,52
36,2021-06-15,179000,285,62,52
36,2021-06-15,179000,280,62,52
36,2021-06-15,170000,250,62,52
36,2021-06-16,150000,255,62,52
36,2021-06-16,175000,275,62,52
36,2021-06-16,167000,270,62,52
36,2021-06-17,159000,265,62,52
36,2021-06-18,160000,270,62,52
36,2021-06-18,185000,255,62,52
36,2021-06-18,150000,250,62,52
36,2021-06-19,180000,255,63,52
36,2021-06-19,150000,250,63,52
36,2021-06-19,160000,255,63,52
36,2021-06-20,174000,260,63,52
36,2021-06-20,185000,250,63,52
36,2021-06-20,161000,270,63,52
36,2021-06-20,150000,265,63,52
36,2021-06-21,165000,285,63,52
36,2021-06-21,155000,265,63,52
36,2021-06-22,160000,270,63,52
36,2021-06-22,165000,285,63,52
36,2021-06-22,139000,240,63,52
36,2021-06-23,164000,285,64,52
36,2021-06-23,159000,260,64,52
36,2021-06-23,155000,260,64,52
36,2021-06-24,160000,260,64,52
36,2021-06-25,155000,265,64,52
36,2021-06-25,162000,260,64,52
36,2021-06-25,159000,290,64,52
36,2021-06-25,145000,265,64,52
36,2021-06-27,160000,275,65,52
36,2021-06-28,165000,275,65,52
36,2021-06-28,150000,265,65,52
36,2021-06-28,160000,260,65,52
36,2021-06-29,167000,275,65,52
36,2021-06-29,160000,260,65,52
36,2021-06-29,163000,260,65,52
36,2021-06-30,120000,300,65,52
36,2021-06-30,159000,290,65,52
36,2021-06-30,169000,275,65,52
36,2021-06-30,155000,280,65,52
36,2021-06-30,150000,275,65,52
36,2021-06-30,151000,280,65,52
36,2021-06-30,159000,260,65,52
36,2021-06-30,146000,260,65,52
36,2021-06-30,145000,260,65,52
36,2021-06-30,150000,260,65,52
36,2021-06-30,175000,240,65,52
36,2021-06-30,150000,265,65,52
36,2021-07-01,146000,270,66,52
36,2021-07-01,140000,255,66,52
36,2021-07-01,169000,285,66,52
36,2021-07-01,150000,265,66,52
36,2021-07-01,145000,270,66,52
36,2021-07-01,140000,260,66,52
36,2021-07-01,152000,280,66,52
36,2021-07-02,140000,255,65,52
36,2021-07-02,140000,265,65,52
36,2021-07-02,150000,290,65,52
36,2021-07-02,155000,260,65,52
36,2021-07-02,150000,270,65,52
36,2021-07-03,140000,255,65,52
36,2021-07-03,155000,275,65,52
36,2021-07-03,138000,265,65,52
36,2021-07-04,168000,285,65,52
36,2021-07-04,170000,270,65,52
36,2021-07-05,158000,275,65,52
36,2021-07-05,165000,275,65,52
36,2021-07-05,166000,275,65,52
36,2021-07-05,138000,265,65,52
36,2021-07-05,167000,275,65,52
36,2021-07-05,151000,265,65,52
36,2021-07-05,152000,265,65,52
36,2021-07-06,140000,255,64,52
36,2021-07-06,145000,255,64,52
36,2021-07-07,169000,275,64,52
36,2021-07-07,170000,250,64,52
36,2021-07-08,160000,280,64,52
36,2021-07-08,173000,250,64,52
36,2021-07-08,199000,240,64,52
36,2021-07-08,145000,255,64,52
36,2021-07-09,170000,275,64,52
36,2021-07-10,140000,255,63,52
36,2021-07-10,169000,280,63,52
36,2021-07-10,170000,280,63,52
36,2021-07-10,144000,260,63,52
36,2021-07-12,170000,255,63,52
36,2021-07-12,185000,270,63,52
36,2021-07-12,145000,260,63,52
36,2021-07-12,168000,285,63,52
36,2021-07-12,169000,265,63,52
36,2021-07-12,148000,260,63,52
36,2021-07-13,160000,275,63,52
36,2021-07-13,159000,280,63,52
36,2021-07-13,150000,260,63,52
36,2021-07-14,188000,270,63,52
36,2021-07-14,160000,260,63,52
36,2021-07-14,160000,280,63,52
36,2021-07-15,151000,275,62,52
36,2021-07-15,149000,285,62,52
36,2021-07-15,185000,275,62,52
36,2021-07-15,169000,265,62,52
36,2021-07-15,150000,280,62,52
36,2021-07-16,160000,260,62,52
36,2021-07-16,153000,285,62,52
36,2021-07-17,169000,270,62,52
36,2021-07-17,169000,265,62,52
36,2021-07-17,209000,240,62,52
36,2021-07-18,155000,280,62,52
36,2021-07-19,166000,270,61,52
36,2021-07-19,170000,245,61,52
36,2021-07-19,165000,270,61,52
36,2021-07-20,168000,260,61,52
36,2021-07-20,175000,265,61,52
36,2021-07-20,163000,260,61,52
36,2021-07-20,157000,270,61,52
36,2021-07-20,164000,260,61,52
36,2021-07-21,155000,270,61,52
36,2021-07-21,169000,275,61,52
36,2021-07-21,141000,270,61,52
36,2021-07-21,151000,285,61,52
36,2021-07-21,148000,270,61,52
36,2021-07-21,160000,250,61,52
36,2021-07-21,163000,265,61,52
36,2021-07-22,210000,240,61,52
36,2021-07-22,165000,260,61,52
36,2021-07-22,163000,265,61,52
36,2021-07-22,167000,250,61,52
36,2021-07-22,168000,260,61,52
36,2021-07-23,161000,275,61,52
36,2021-07-23,150000,255,61,52
36,2021-07-23,165000,260,61,52
36,2021-07-23,178000,260,61,52
36,2021-07-23,169000,275,61,52
36,2021-07-24,160000,265,60,52
36,2021-07-24,160000,275,60,52
36,2021-07-24,150000,275,60,52
36,2021-07-24,179000,265,60,52
36,2021-07-25,165000,255,60,52
36,2021-07-25,184000,260,60,52
36,2021-07-25,165000,275,60,52
36,2021-07-25,164000,250,60,52
36,2021-07-26,164000,265,60,52
36,2021-07-26,153000,275,60,52
36,2021-07-27,173000,265,60,52
36,2021-07-27,140000,270,60,52
36,2021-07-27,165000,250,60,52
36,2021-07-28,149000,285,59,52
36,2021-07-28,143000,270,59,52
36,2021-07-28,168000,280,59,52
36,2021-07-29,150000,270,59,52
36,2021-07-29,150000,285,59,52
36,2021-07-29,150000,275,59,52
36,2021-07-29,164000,255,59,52
36,2021-07-30,145000,270,59,52
36,2021-07-30,146000,270,59,52
36,2021-07-30,150000,265,59,52
36,2021-07-30,150000,275,59,52
36,2021-07-30,155000,275,59,52
36,2021-07-31,155000,275,59,52
36,2021-07-31,151000,270,59,52
36,2021-08-01,159000,265,59,52
36,2021-08-01,158000,270,59,52
36,2021-08-01,169000,280,59,52
36,2021-08-02,155000,280,58,52
36,2021-08-02,153000,270,58,52
36,2021-08-02,162000,260,58,52
36,2021-08-02,170000,260,58,52
36,2021-08-02,147000,265,58,52
36,2021-08-02,159000,255,58,52
36,2021-08-02,139000,265,58,52
36,2021-08-02,169000,280,58,52
36,2021-08-03,145000,275,58,52
36,2021-08-03,155000,270,58,52
36,2021-08-03,160000,260,58,52
36,2021-08-03,150000,255,58,52
36,2021-08-03,140000,265,58,52
36,2021-08-04,169000,245,58,52
36,2021-08-04,159000,290,58,52
36,2021-08-04,163000,270,58,52
36,2021-08-04,145000,265,58,52
36,2021-08-04,169000,280,58,52
36,2021-08-04,150000,265,58,52
36,2021-08-05,142000,275,58,52
36,2021-08-05,170000,245,58,52
36,2021-08-05,169000,270,58,52
36,2021-08-05,168000,280,58,52
36,2021-08-05,140000,275,58,52
36,2021-08-05,141000,275,58,52
36,2021-08-06,145000,285,58,52
36,2021-08-06,138000,275,58,52
36,2021-08-06,150000,270,58,52
36,2021-08-06,159000,270,58,52
36,2021-08-06,165000,260,58,52
36,2021-08-07,150000,285,58,52
36,2021-08-07,139000,275,58,52
36,2021-08-07,145000,265,58,52
36,2021-08-08,157000,270,57,52
36,2021-08-08,142000,275,57,52
36,2021-08-08,199000,255,57,52
36,2021-08-08,149000,265,57,52
36,2021-08-08,151000,270,57,52
36,2021-08-08,149000,275,57,52
36,2021-08-09,154000,275,57,52
36,2021-08-09,160000,265,57,52
36,2021-08-09,157000,270,57,52
36,2021-08-10,150000,280,57,52
36,2021-08-10,165000,250,57,52
36,2021-08-10,157000,270,57,52
36,2021-08-10,169000,265,57,52
36,2021-08-10,158000,270,57,52
36,2021-08-10,157000,280,57,52
36,2021-08-10,135000,240,57,52
36,2021-08-11,161000,270,57,52
36,2021-08-11,160000,265,57,52
36,2021-08-12,155000,240,57,52
36,2021-08-12,169000,265,57,52
36,2021-08-12,160000,275,57,52
36,2021-08-12,161000,290,57,52
36,2021-08-13,156000,285,57,52
36,2021-08-13,168000,280,57,52
36,2021-08-14,164000,275,56,52
36,2021-08-15,160000,240,56,52
36,2021-08-15,179000,260,56,52
36,2021-08-16,160000,255,56,52
36,2021-08-16,164000,270,56,52
36,2021-08-16,169000,255,56,52
36,2021-08-16,155000,275,56,52
36,2021-08-17,164000,250,56,52
36,2021-08-17,155000,275,56,52
36,2021-08-18,170000,265,56,52
36,2021-08-18,185000,260,56,52
36,2021-08-18,150000,250,56,52
36,2021-08-18,155000,270,56,52
36,2021-08-18,160000,270,56,52
36,2021-08-19,159000,275,56,52
36,2021-08-19,165000,270,56,52
36,2021-08-19,175000,240,56,52
36,2021-08-19,171000,265,56,52
36,2021-08-19,150000,280,56,52
36,2021-08-19,164000,285,56,52
36,2021-08-19,169000,270,56,52
36,2021-08-19,170000,270,56,52
36,2021-08-20,172000,270,55,52
36,2021-08-20,157000,275,55,52
36,2021-08-20,155000,280,55,52
36,2021-08-20,178000,255,55,52
