product_id,한글명,관심수,모델번호,발매일,발매가,색상,is_womens,oldest_trade_date,TotalCnt_235,TotalAvg_235,TotalCnt_240,TotalAvg_240,TotalCnt_245,TotalAvg_245,TotalCnt_260,TotalAvg_260,TotalCnt_265,TotalAvg_265,TotalCnt_270,TotalAvg_270,Week01_235_Avg,Week01_235_Cnt,Week01_240_Avg,Week01_240_Cnt,Week01_245_Avg,Week01_245_Cnt,Week01_260_Avg,Week01_260_Cnt,Week01_265_Avg,Week01_265_Cnt,Week01_270_Avg,Week01_270_Cnt,Week02_235_Avg,Week02_235_Cnt,Week02_240_Avg,Week02_240_Cnt,Week02_245_Avg,Week02_245_Cnt,Week02_260_Avg,Week02_260_Cnt,Week02_265_Avg,Week02_265_Cnt,Week02_270_Avg,Week02_270_Cnt,Week03_235_Avg,Week03_235_Cnt,Week03_240_Avg,Week03_240_Cnt,Week03_245_Avg,Week03_245_Cnt,Week03_260_Avg,Week03_260_Cnt,Week03_265_Avg,Week03_265_Cnt,Week03_270_Avg,Week03_270_Cnt,Week04_235_Avg,Week04_235_Cnt,Week04_240_Avg,Week04_240_Cnt,Week04_245_Avg,Week04_245_Cnt,Week04_260_Avg,Week04_260_Cnt,Week04_265_Avg,Week04_265_Cnt,Week04_270_Avg,Week04_270_Cnt,Week05_235_Avg,Week05_235_Cnt,Week05_240_Avg,Week05_240_Cnt,Week05_245_Avg,Week05_245_Cnt,Week05_260_Avg,Week05_260_Cnt,Week05_265_Avg,Week05_265_Cnt,Week05_270_Avg,Week05_270_Cnt,Week06_235_Avg,Week06_235_Cnt,Week06_240_Avg,Week06_240_Cnt,Week06_245_Avg,Week06_245_Cnt,Week06_260_Avg,Week06_260_Cnt,Week06_265_Avg,Week06_265_Cnt,Week06_270_Avg,Week06_270_Cnt,Week07_235_Avg,Week07_235_Cnt,Week07_240_Avg,Week07_240_Cnt,Week07_245_Avg,Week07_245_Cnt,Week07_260_Avg,Week07_260_Cnt,Week07_265_Avg,Week07_265_Cnt,Week07_270_Avg,Week07_270_Cnt,Week08_235_Avg,Week08_235_Cnt,Week08_240_Avg,Week08_240_Cnt,Week08_245_Avg,Week08_245_Cnt,Week08_260_Avg,Week08_260_Cnt,Week08_265_Avg,Week08_265_Cnt,Week08_270_Avg,Week08_270_Cnt,Week09_235_Avg,Week09_235_Cnt,Week09_240_Avg,Week09_240_Cnt,Week09_245_Avg,Week09_245_Cnt,Week09_260_Avg,Week09_260_Cnt,Week09_265_Avg,Week09_265_Cnt,Week09_270_Avg,Week09_270_Cnt,Week10_235_Avg,Week10_235_Cnt,Week10_240_Avg,Week10_240_Cnt,Week10_245_Avg,Week10_245_Cnt,Week10_260_Avg,Week10_260_Cnt,Week10_265_Avg,Week10_265_Cnt,Week10_270_Avg,Week10_270_Cnt,Week11_235_Avg,Week11_235_Cnt,Week11_240_Avg,Week11_240_Cnt,Week11_245_Avg,Week11_245_Cnt,Week11_260_Avg,Week11_260_Cnt,Week11_265_Avg,Week11_265_Cnt,Week11_270_Avg,Week11_270_Cnt,Week12_235_Avg,Week12_235_Cnt,Week12_240_Avg,Week12_240_Cnt,Week12_245_Avg,Week12_245_Cnt,Week12_260_Avg,Week12_260_Cnt,Week12_265_Avg,Week12_265_Cnt,Week12_270_Avg,Week12_270_Cnt,Week13_235_Avg,Week13_235_Cnt,Week13_240_Avg,Week13_240_Cnt,Week13_245_Avg,Week13_245_Cnt,Week13_260_Avg,Week13_260_Cnt,Week13_265_Avg,Week13_265_Cnt,Week13_270_Avg,Week13_270_Cnt,Week14_235_Avg,Week14_235_Cnt,Week14_240_Avg,Week14_240_Cnt,Week14_245_Avg,Week14_245_Cnt,Week14_260_Avg,Week14_260_Cnt,Week14_265_Avg,Week14_265_Cnt,Week14_270_Avg,Week14_270_Cnt,Week15_235_Avg,Week15_235_Cnt,Week15_240_Avg,Week15_240_Cnt,Week15_245_Avg,Week15_245_Cnt,Week15_260_Avg,Week15_260_Cnt,Week15_265_Avg,Week15_265_Cnt,Week15_270_Avg,Week15_270_Cnt,Week16_235_Avg,Week16_235_Cnt,Week16_240_Avg,Week16_240_Cnt,Week16_245_Avg,Week16_245_Cnt,Week16_260_Avg,Week16_260_Cnt,Week16_265_Avg,Week16_265_Cnt,Week16_270_Avg,Week16_270_Cnt,Week17_235_Avg,Week17_235_Cnt,Week17_240_Avg,Week17_240_Cnt,Week17_245_Avg,Week17_245_Cnt,Week17_260_Avg,Week17_260_Cnt,Week17_265_Avg,Week17_265_Cnt,Week17_270_Avg,Week17_270_Cnt,Week18_235_Avg,Week18_235_Cnt,Week18_240_Avg,Week18_240_Cnt,Week18_245_Avg,Week18_245_Cnt,Week18_260_Avg,Week18_260_Cnt,Week18_265_Avg,Week18_265_Cnt,Week18_270_Avg,Week18_270_Cnt,Week19_235_Avg,Week19_235_Cnt,Week19_240_Avg,Week19_240_Cnt,Week19_245_Avg,Week19_245_Cnt,Week19_260_Avg,Week19_260_Cnt,Week19_265_Avg,Week19_265_Cnt,Week19_270_Avg,Week19_270_Cnt,Week20_235_Avg,Week20_235_Cnt,Week20_240_Avg,Week20_240_Cnt,Week20_245_Avg,Week20_245_Cnt,Week20_260_Avg,Week20_260_Cnt,Week20_265_Avg,Week20_265_Cnt,Week20_270_Avg,Week20_270_Cnt,Week21_235_Avg,Week21_235_Cnt,Week21_240_Avg,Week21_240_Cnt,Week21_245_Avg,Week21_245_Cnt,Week21_260_Avg,Week21_260_Cnt,Week21_265_Avg,Week21_265_Cnt,Week21_270_Avg,Week21_270_Cnt,Week22_235_Avg,Week22_235_Cnt,Week22_240_Avg,Week22_240_Cnt,Week22_245_Avg,Week22_245_Cnt,Week22_260_Avg,Week22_260_Cnt,Week22_265_Avg,Week22_265_Cnt,Week22_270_Avg,Week22_270_Cnt,Week23_235_Avg,Week23_235_Cnt,Week23_240_Avg,Week23_240_Cnt,Week23_245_Avg,Week23_245_Cnt,Week23_260_Avg,Week23_260_Cnt,Week23_265_Avg,Week23_265_Cnt,Week23_270_Avg,Week23_270_Cnt,Week24_235_Avg,Week24_235_Cnt,Week24_240_Avg,Week24_240_Cnt,Week24_245_Avg,Week24_245_Cnt,Week24_260_Avg,Week24_260_Cnt,Week24_265_Avg,Week24_265_Cnt,Week24_270_Avg,Week24_270_Cnt,Week25_235_Avg,Week25_235_Cnt,Week25_240_Avg,Week25_240_Cnt,Week25_245_Avg,Week25_245_Cnt,Week25_260_Avg,Week25_260_Cnt,Week25_265_Avg,Week25_265_Cnt,Week25_270_Avg,Week25_270_Cnt,Week26_235_Avg,Week26_235_Cnt,Week26_240_Avg,Week26_240_Cnt,Week26_245_Avg,Week26_245_Cnt,Week26_260_Avg,Week26_260_Cnt,Week26_265_Avg,Week26_265_Cnt,Week26_270_Avg,Week26_270_Cnt
464206,뉴발란스 992 메이드 인 USA 코어 블랙,5454,U992TB,2025-03-07,200288700.0,Black,0,2025-03-14,37.0,323243,50.0,311480,37.0,321162,167.0,334383,147.0,350265,209.0,345498,351000,3.0,,,355000,1.0,373000,7.0,405750,8.0,381556,9.0,330000,3.0,344000,1.0,336000,3.0,355417,12.0,371111,9.0,368429,14.0,329167,6.0,335333,6.0,335500,4.0,351929,14.0,392833,6.0,380421,19.0,340000,4.0,317714,7.0,332286,7.0,353091,11.0,374625,8.0,378400,15.0,319333,3.0,310500,2.0,341333,3.0,345714,14.0,363400,10.0,358412,17.0,335000,2.0,309000,3.0,306500,2.0,344375,8.0,368900,10.0,356071,14.0,328000,1.0,310000,1.0,325667,3.0,336083,12.0,364600,10.0,340385,13.0,334000,1.0,,,320000,1.0,342750,4.0,362333,9.0,338400,10.0,,,304250,4.0,300000,1.0,337000,9.0,348273,11.0,333091,11.0,322000,1.0,302500,2.0,315000,1.0,321500,10.0,346500,2.0,330714,7.0,320000,1.0,291333,3.0,339000,1.0,331250,4.0,331333,3.0,329800,5.0,,,304400,5.0,340000,1.0,330000,3.0,330000,3.0,332455,11.0,315000,1.0,310000,1.0,343000,1.0,319818,11.0,329000,5.0,332500,4.0,312000,2.0,,,262000,1.0,322250,4.0,325429,7.0,328200,10.0,325000,1.0,,,,,320500,2.0,329750,8.0,328667,3.0,,,306667,3.0,290000,1.0,324500,4.0,368000,2.0,306250,4.0,,,319000,2.0,290000,1.0,334667,3.0,322143,7.0,327000,1.0,306000,1.0,,,289000,1.0,317250,4.0,337000,2.0,319500,6.0,,,280000,1.0,280000,1.0,310000,7.0,311500,2.0,315500,6.0,299000,1.0,300000,1.0,280000,1.0,296000,3.0,325000,2.0,318750,4.0,317000,1.0,304000,1.0,295000,1.0,315667,3.0,323500,6.0,312250,4.0,,,294333,3.0,,,309667,3.0,305000,3.0,318400,5.0,,,,,,,302500,8.0,321500,2.0,325800,5.0,292000,3.0,315000,1.0,,,335000,1.0,303833,6.0,319000,2.0,290000,1.0,324000,2.0,,,305500,2.0,327000,3.0,320500,6.0,298000,1.0,320000,1.0,295000,1.0,318500,4.0,336333,3.0,318750,4.0
461430,뉴발란스 1906L 블랙,5814,U1906LBN,2025-03-19,239000.0,Black,0,2025-03-30,40.0,202025,40.0,211875,52.0,212096,114.0,238711,155.0,237748,132.0,246606,281000,1.0,220000,1.0,240000,2.0,271667,3.0,268000,4.0,304250,4.0,207750,4.0,210000,1.0,233000,4.0,259111,9.0,265571,7.0,272222,9.0,240000,1.0,259000,2.0,256333,3.0,265727,11.0,265000,12.0,263417,12.0,209667,3.0,204800,5.0,231000,4.0,253286,7.0,261333,9.0,258222,9.0,176750,4.0,230000,3.0,196750,4.0,246000,5.0,250714,14.0,268125,8.0,185500,6.0,201000,4.0,180286,7.0,239375,8.0,228429,7.0,,,201400,5.0,222000,1.0,177000,2.0,244167,6.0,233500,10.0,259222,9.0,198000,2.0,212000,3.0,192500,2.0,257333,3.0,248182,11.0,264000,1.0,182000,1.0,206333,3.0,210000,3.0,248500,2.0,240600,5.0,244750,4.0,194000,1.0,182250,4.0,,,248400,5.0,240600,5.0,231000,7.0,178000,2.0,163500,2.0,209000,1.0,261000,1.0,248667,3.0,227143,7.0,,,185000,1.0,195000,1.0,245500,2.0,248750,4.0,278750,4.0,163500,2.0,224500,2.0,,,240500,4.0,,,251625,8.0,203500,4.0,,,,,264333,3.0,278000,3.0,248500,2.0,,,,,193000,1.0,259750,4.0,278250,4.0,255000,3.0,241000,2.0,,,,,270000,1.0,255500,2.0,257500,4.0,,,,,219000,1.0,220000,1.0,240000,3.0,237200,5.0,,,200000,1.0,193000,2.0,234000,5.0,219400,5.0,213667,3.0,,,204000,1.0,202667,3.0,224000,1.0,221667,6.0,206750,4.0,,,199000,1.0,216667,3.0,215000,3.0,239000,3.0,204000,4.0,,,248000,1.0,210667,3.0,215000,3.0,197750,4.0,219333,3.0,,,,,217500,2.0,221500,2.0,209222,9.0,233833,6.0,260000,1.0,,,239000,1.0,205667,6.0,191200,5.0,237000,2.0,,,,,,,203400,5.0,191111,9.0,220000,5.0,262000,1.0,240000,1.0,,,202500,6.0,203250,4.0,208800,5.0,,,250333,3.0,246667,3.0,202500,8.0,226000,7.0,225750,4.0
65216,뉴발란스 574 레거시 네이비,77000,U574LGBB,22/05/05,149000.0,Navy,0,2022-06-10,342.0,382953,438.0,348356,374.0,333107,628.0,202777,646.0,204015,670.0,203890,,,,,,,,,154000,4.0,137000,4.0,,,,,,,129000,2.0,,,147500,4.0,119000,2.0,,,,,,,,,,,,,,,,,,,,,120000,2.0,,,,,,,,,,,,,,,,,129000,2.0,,,110000,2.0,,,,,,,,,125000,2.0,,,123500,4.0,,,135000,2.0,,,119000,2.0,120000,2.0,,,140000,6.0,120333,6.0,,,128500,4.0,140000,2.0,115000,4.0,226500,24.0,233800,60.0,241333,18.0,175263,38.0,186000,14.0,174368,38.0,354429,14.0,307214,56.0,352556,18.0,197533,60.0,208733,30.0,197160,50.0,331867,30.0,308087,46.0,312368,38.0,186185,54.0,183750,48.0,174244,90.0,361741,54.0,333086,70.0,307350,40.0,190440,50.0,188903,62.0,188370,54.0,392650,40.0,398958,48.0,338333,30.0,215389,36.0,223280,50.0,216273,44.0,408500,44.0,398467,30.0,355231,52.0,239870,46.0,220400,50.0,220963,54.0,394308,26.0,391667,24.0,319773,44.0,241875,32.0,227167,48.0,230462,52.0,392588,34.0,394111,36.0,314923,52.0,226160,50.0,220385,52.0,233423,52.0,447125,16.0,463500,20.0,350000,40.0,214581,62.0,221618,68.0,233600,40.0,483375,16.0,484750,8.0,404750,16.0,212407,54.0,227217,46.0,236778,36.0,489000,18.0,465667,6.0,412000,10.0,195400,60.0,197647,68.0,201640,50.0,507600,10.0,466909,22.0,419800,10.0,174476,42.0,173074,54.0,198406,64.0,494750,8.0,490500,4.0,402000,4.0,186294,34.0,177913,46.0,204214,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343934,뉴발란스 1906A Black,1055,M1906AF,24/09/18,208355900.0,Black,0,2024-11-14,10.0,224500,8.0,234875,10.0,238600,10.0,236900,22.0,223591,22.0,208682,,,260000,1.0,,,,,245000,2.0,,,,,,,,,233500,2.0,240000,1.0,,,210000,1.0,,,253000,1.0,,,239000,1.0,,,,,,,255000,1.0,,,221000,2.0,256500,2.0,,,234000,1.0,237000,1.0,,,225000,1.0,,,224000,1.0,,,241000,1.0,259000,1.0,,,,,232000,2.0,,,,,249000,1.0,,,204000,1.0,,,215000,2.0,,,,,,,205000,1.0,,,,,219000,1.0,218000,1.0,208000,1.0,220500,2.0,,,,,,,,,,,220000,1.0,,,,,,,,,203000,1.0,204000,1.0,199000,1.0,210000,1.0,203000,1.0,,,218500,2.0,198000,1.0,230000,1.0,,,,,,,210000,1.0,207000,1.0,,,,,230500,2.0,,,215000,2.0,200250,4.0,,,,,,,239000,1.0,210000,1.0,206500,2.0,229000,1.0,,,,,230000,1.0,216000,1.0,,,229000,1.0,249000,1.0,259000,1.0,230000,1.0,217000,1.0,,,,,,,,,,,,,,,230000,1.0,,,258000,1.0,,,215000,1.0,,,,,247000,1.0,,,234000,1.0,185000,1.0,206000,1.0,230000,1.0,,,,,243000,1.0,266000,1.0,180500,2.0,,,249000,1.0,,,,,266000,1.0,206000,1.0,,,,,,,,,,,206000,1.0,,,,,,,,,,,,,,,,,,,,,,,206000,1.0,,,,,,,,,220000,1.0,,
186600,뉴발란스 1906R 블랙 실버 메탈릭,35000,M1906RCH,23/08/29,179000.0,Black/Silver Metallic,0,2023-10-18,224.0,178906,232.0,180470,176.0,171653,223.0,166578,249.0,166181,283.0,162138,170333,3.0,164000,1.0,176500,2.0,178500,2.0,179333,3.0,,,157222,9.0,167800,10.0,163222,9.0,160625,8.0,163857,7.0,162556,9.0,161556,9.0,170750,12.0,165429,7.0,163444,9.0,158444,9.0,162769,13.0,169286,7.0,164571,7.0,154750,4.0,164333,6.0,157556,9.0,162083,12.0,172500,10.0,165375,8.0,162200,5.0,164500,6.0,165364,11.0,162889,9.0,166000,5.0,171778,9.0,164750,8.0,167375,8.0,163333,3.0,158900,10.0,170833,6.0,175125,8.0,176600,5.0,171875,8.0,178333,6.0,170167,6.0,168429,7.0,167091,11.0,166714,7.0,166111,9.0,167429,7.0,158308,13.0,160333,3.0,166571,7.0,164500,4.0,155333,6.0,157000,10.0,157400,10.0,156778,9.0,157800,5.0,153429,7.0,154333,12.0,158714,7.0,157286,7.0,151000,3.0,161700,10.0,157000,4.0,158500,10.0,154857,7.0,154900,10.0,161778,9.0,158867,15.0,155222,9.0,150444,9.0,156000,3.0,151500,8.0,164800,5.0,167889,9.0,157667,3.0,158750,4.0,156000,12.0,155000,7.0,165000,11.0,161500,8.0,160625,8.0,151714,7.0,151182,11.0,151727,11.0,168222,9.0,164857,7.0,161000,8.0,148571,7.0,152286,7.0,151571,7.0,166167,6.0,165444,9.0,164500,8.0,160400,5.0,157800,10.0,147000,7.0,171889,9.0,164167,12.0,165100,10.0,158167,6.0,157125,8.0,154636,11.0,178455,11.0,181091,11.0,169000,7.0,160667,6.0,164545,11.0,161750,12.0,190643,14.0,203625,8.0,181667,12.0,159214,14.0,172200,10.0,157500,12.0,184625,8.0,197600,10.0,175111,9.0,163158,19.0,168688,16.0,161300,20.0,204250,8.0,216556,9.0,184700,10.0,180467,15.0,179615,26.0,166556,18.0,200188,16.0,219300,10.0,199500,4.0,184750,8.0,177167,12.0,176312,16.0,199067,15.0,208917,12.0,207429,7.0,179750,8.0,176909,11.0,173875,8.0,185000,14.0,201500,14.0,184375,8.0,181857,14.0,169733,15.0,167733,15.0,202429,14.0,237167,6.0,199667,6.0,183333,12.0,171250,12.0,170444,18.0,224250,4.0,214250,4.0,190800,5.0,195800,5.0,176000,6.0,171071,14.0
496016,뉴발란스 740 블랙 시멘트 블랙 - D 스탠다드,4888,U740BO2,,139000.0,Black Cement/Black,0,2025-04-22,60.0,115733,44.0,119114,32.0,116719,48.0,120083,46.0,129043,37.0,134892,121750,4.0,122000,2.0,,,,,121000,1.0,,,,,121000,2.0,,,119000,1.0,121000,2.0,121000,2.0,119500,2.0,118000,1.0,130500,2.0,120000,1.0,121000,2.0,121000,1.0,139000,1.0,120000,2.0,,,131500,2.0,,,121000,1.0,120000,1.0,,,127000,1.0,,,,,128000,1.0,,,,,,,131000,1.0,130000,1.0,,,134000,1.0,,,,,125500,2.0,130000,3.0,132000,1.0,129000,2.0,127000,3.0,126333,3.0,129000,2.0,124750,4.0,,,134000,1.0,118000,1.0,113000,1.0,,,,,129000,2.0,,,121333,3.0,122000,2.0,128000,2.0,132500,2.0,124000,3.0,,,122000,1.0,124500,2.0,123000,1.0,140000,1.0,,,136000,1.0,131000,1.0,,,130000,3.0,149000,1.0,,,133000,1.0,125000,2.0,,,124000,1.0,,,120000,1.0,120000,1.0,,,,,124000,1.0,,,130000,2.0,122000,1.0,,,121000,1.0,123000,1.0,138000,1.0,131000,1.0,120000,4.0,120000,1.0,,,122000,1.0,126250,4.0,133500,2.0,119000,2.0,118667,3.0,119000,1.0,118000,2.0,127333,3.0,139000,1.0,118000,1.0,,,117000,1.0,111333,3.0,117250,4.0,129000,1.0,115500,2.0,107333,3.0,112000,2.0,108333,3.0,124667,3.0,137000,1.0,109500,4.0,112000,3.0,116000,1.0,116000,2.0,,,127000,2.0,104333,3.0,115400,5.0,112333,3.0,116000,3.0,125200,5.0,128000,4.0,107333,6.0,117500,2.0,105000,1.0,115000,4.0,134000,3.0,134500,2.0,102000,6.0,115667,3.0,110000,4.0,115333,6.0,128500,2.0,148500,2.0,111286,7.0,115500,2.0,112333,6.0,113500,2.0,156000,2.0,156000,4.0,112600,5.0,123333,3.0,109000,1.0,126500,4.0,149000,1.0,163000,2.0,126500,4.0,137000,1.0,,,,,144000,1.0,152000,1.0
385699,뉴발란스 1906R 피스타치오 버터 모렐,14000,M1906RNP,24/11/14,219000.0,Pistachio Butter/Morel/Black,0,2024-11-15,36.0,225583,33.0,240182,19.0,248105,84.0,221786,62.0,227677,80.0,226762,,,199000,1.0,,,199000,1.0,224000,1.0,179000,1.0,,,,,,,189000,1.0,185000,2.0,,,,,,,,,218000,1.0,199500,2.0,,,,,,,,,,,204000,2.0,214000,2.0,,,,,185000,1.0,,,200000,1.0,200000,2.0,,,,,180000,1.0,200000,1.0,,,,,,,,,,,199333,3.0,,,,,179000,1.0,,,,,,,200500,2.0,203500,4.0,,,,,,,197500,2.0,180000,1.0,197000,1.0,183500,2.0,,,,,,,184000,2.0,195000,1.0,,,186000,2.0,,,,,182000,1.0,190000,1.0,180667,3.0,209500,4.0,226000,2.0,181667,3.0,222000,1.0,187000,4.0,198333,3.0,224000,6.0,,,191600,5.0,194500,2.0,199800,5.0,238000,1.0,228500,2.0,,,202250,4.0,211500,6.0,226833,6.0,239000,1.0,229333,3.0,240500,2.0,201250,8.0,208667,3.0,221000,5.0,212800,5.0,220000,1.0,239000,3.0,206625,8.0,233714,7.0,221200,5.0,229000,3.0,220000,1.0,,,206800,5.0,234000,1.0,223000,6.0,226200,5.0,222200,5.0,243500,2.0,216333,6.0,231400,5.0,247750,4.0,251200,5.0,294500,2.0,,,222500,8.0,242000,2.0,234667,6.0,262600,5.0,340000,1.0,267333,3.0,241500,6.0,252000,4.0,238000,2.0,255000,2.0,221000,1.0,,,254714,7.0,239600,5.0,240600,5.0,,,319500,2.0,283000,3.0,268667,3.0,261200,5.0,241857,7.0,,,,,261000,1.0,241750,4.0,250000,1.0,259000,3.0,,,329000,1.0,300000,1.0,279333,3.0,264333,3.0,251400,5.0,,,359000,1.0,,,246500,2.0,300000,1.0,250000,2.0,,,,,,,269333,3.0,256000,2.0,258667,3.0
89436,뉴발란스 530 클래식 블랙,16000,MR530CC,22/12/16,139000.0,Black,0,2022-12-16,124.0,139895,120.0,139250,92.0,138783,119.0,142807,113.0,142903,135.0,140126,128250,8.0,127429,7.0,131500,2.0,137375,8.0,128857,7.0,136143,7.0,128714,7.0,135250,4.0,122667,3.0,136857,7.0,137000,4.0,129400,5.0,129125,8.0,132750,8.0,126000,9.0,133857,7.0,145000,6.0,130077,13.0,124333,3.0,127571,7.0,126750,4.0,127889,9.0,130714,7.0,129857,7.0,114444,9.0,121167,6.0,122400,5.0,121300,10.0,118571,7.0,122400,10.0,112167,6.0,117000,7.0,119500,4.0,117333,9.0,114444,9.0,121833,6.0,122714,14.0,114571,7.0,134615,13.0,120923,13.0,123727,11.0,120333,9.0,138571,7.0,122471,17.0,152000,3.0,123714,14.0,122182,11.0,120833,12.0,139125,8.0,132000,4.0,142400,5.0,143143,7.0,140125,8.0,125400,10.0,150429,7.0,142200,10.0,147667,3.0,152714,7.0,148833,6.0,132214,14.0,169000,6.0,163000,3.0,149500,4.0,161333,3.0,154125,8.0,153500,6.0,176400,5.0,160286,7.0,150000,1.0,179333,3.0,183800,5.0,154800,5.0,175000,1.0,176000,5.0,161500,4.0,201500,2.0,,,162667,3.0,168286,7.0,215667,3.0,209000,1.0,200000,1.0,176667,3.0,165000,1.0,173333,3.0,245000,1.0,,,,,197500,2.0,203500,4.0,150000,1.0,200000,2.0,194000,1.0,213000,2.0,155000,1.0,180000,1.0,159500,2.0,,,185250,4.0,219333,3.0,196500,2.0,202667,3.0,155500,4.0,151667,3.0,149333,3.0,212000,1.0,209000,1.0,160000,1.0,153500,2.0,149000,3.0,132600,5.0,,,214000,1.0,,,150000,2.0,143000,5.0,131000,5.0,191333,3.0,215000,1.0,149000,1.0,143000,3.0,140000,2.0,130667,3.0,,,202000,2.0,165800,5.0,143333,3.0,141667,3.0,137400,5.0,229500,2.0,,,164400,5.0,141250,4.0,139000,1.0,129000,1.0,200000,1.0,218000,1.0,183500,2.0,,,140000,1.0,139000,1.0,,,,,,,141000,2.0,139333,3.0,125000,1.0,183500,2.0,152600,5.0,186667,3.0,142000,2.0,140000,1.0,134500,2.0,136800,5.0,137200,5.0,143500,2.0
65217,뉴발란스 574 레거시 블랙,32000,U574LGG1,23/05/05,149000.0,Black,0,2022-06-11,2.0,139000,1.0,124000,2.0,132000,20.0,129450,6.0,141000,28.0,127250,,,,,129000,1.0,139000,2.0,,,150500,2.0,,,,,,,142667,3.0,150000,1.0,134000,1.0,,,,,,,126000,3.0,,,133000,1.0,139000,1.0,,,,,145000,1.0,130000,1.0,134250,4.0,139000,1.0,,,,,129000,2.0,149000,2.0,128000,2.0,,,,,135000,1.0,124500,2.0,,,127000,2.0,,,124000,1.0,,,127250,4.0,134000,2.0,118444,9.0,,,,,,,114667,3.0,,,126000,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102872,뉴발란스 2002R 프리미엄 빈티지 블랙,21000,M2002RNC,23/02/27,189000.0,Black,0,2023-02-25,150.0,164433,127.0,175260,119.0,171050,292.0,189445,341.0,188393,405.0,182706,178000,5.0,169333,3.0,178111,9.0,175900,10.0,175059,17.0,174524,21.0,178500,10.0,176800,5.0,176250,4.0,177500,18.0,176632,19.0,177250,24.0,166333,9.0,173750,8.0,176500,8.0,175625,16.0,173130,23.0,172036,28.0,166250,12.0,174412,17.0,176538,13.0,171385,26.0,172000,25.0,171333,27.0,163812,16.0,173500,10.0,179500,6.0,178258,31.0,176308,26.0,174900,30.0,166357,14.0,175500,12.0,175778,9.0,198682,22.0,189160,25.0,183871,31.0,171556,9.0,179167,6.0,170500,6.0,203571,14.0,198118,17.0,189704,27.0,168556,9.0,173000,10.0,171000,7.0,199000,14.0,192773,22.0,196667,21.0,169714,7.0,178714,7.0,169000,4.0,195867,15.0,189174,23.0,193545,22.0,167700,10.0,181000,5.0,167333,6.0,197846,13.0,197500,18.0,183609,23.0,170600,10.0,178429,7.0,168700,10.0,201647,17.0,199188,16.0,181040,25.0,173000,3.0,189750,4.0,169333,3.0,206333,9.0,207929,14.0,189692,13.0,165333,3.0,187000,5.0,178000,4.0,202889,9.0,200714,14.0,188765,17.0,158250,4.0,183000,3.0,168333,3.0,190600,5.0,208875,8.0,189500,12.0,147333,3.0,182000,2.0,168000,1.0,191167,6.0,196556,9.0,187857,14.0,147750,4.0,,,166500,4.0,192083,12.0,194200,10.0,183800,5.0,149250,4.0,176500,2.0,163000,1.0,182625,8.0,188545,11.0,180333,9.0,130600,5.0,172500,2.0,159000,3.0,187714,7.0,185700,10.0,178750,8.0,145000,2.0,162000,1.0,149667,3.0,186750,8.0,192167,6.0,179923,13.0,154000,1.0,153000,3.0,155333,3.0,200429,7.0,192625,8.0,189200,10.0,,,141667,3.0,,,207400,5.0,196500,2.0,186400,5.0,154000,1.0,171500,2.0,162000,1.0,216000,2.0,194714,7.0,191200,5.0,159500,2.0,174000,3.0,165500,2.0,200000,1.0,198250,4.0,189333,3.0,161000,2.0,184000,1.0,166000,1.0,197250,4.0,198500,4.0,186286,7.0,149200,5.0,175000,5.0,161000,6.0,182875,8.0,180000,1.0,183667,3.0,,,185000,1.0,177500,2.0,189200,5.0,181000,2.0,167500,2.0
23523,뉴발란스 992 메이드 인 USA 그레이 - D 스탠다드,43000,M992GR,20/04/13,259000.0,GREY,0,2020-02-20,5.0,313600,7.0,301857,10.0,308300,36.0,317167,25.0,325120,26.0,322000,,,300000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000,1.0,,,,,,,399000,1.0,369000,2.0,345000,2.0,370000,1.0,,,308000,1.0,311333,3.0,322778,9.0,332500,2.0,357000,2.0,349000,1.0,314000,2.0,,,315300,10.0,342000,6.0,338333,3.0,304750,4.0,292333,3.0,291667,6.0,308133,15.0,315231,13.0,313650,20.0,,,,,,,,,323000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
