product_id,한글명,관심수,모델번호,발매일,발매가,색상,is_womens,oldest_trade_date,TotalCnt_All,TotalAvg_All,TotalCnt_Golden,TotalAvg_Golden,TotalCnt_235,TotalAvg_235,TotalCnt_240,TotalAvg_240,TotalCnt_245,TotalAvg_245,TotalCnt_260,TotalAvg_260,TotalCnt_265,TotalAvg_265,TotalCnt_270,TotalAvg_270,Week01_235_Avg,Week01_235_Cnt,Week01_240_Avg,Week01_240_Cnt,Week01_245_Avg,Week01_245_Cnt,Week01_260_Avg,Week01_260_Cnt,Week01_265_Avg,Week01_265_Cnt,Week01_270_Avg,Week01_270_Cnt,Week02_235_Avg,Week02_235_Cnt,Week02_240_Avg,Week02_240_Cnt,Week02_245_Avg,Week02_245_Cnt,Week02_260_Avg,Week02_260_Cnt,Week02_265_Avg,Week02_265_Cnt,Week02_270_Avg,Week02_270_Cnt,Week03_235_Avg,Week03_235_Cnt,Week03_240_Avg,Week03_240_Cnt,Week03_245_Avg,Week03_245_Cnt,Week03_260_Avg,Week03_260_Cnt,Week03_265_Avg,Week03_265_Cnt,Week03_270_Avg,Week03_270_Cnt,Week04_235_Avg,Week04_235_Cnt,Week04_240_Avg,Week04_240_Cnt,Week04_245_Avg,Week04_245_Cnt,Week04_260_Avg,Week04_260_Cnt,Week04_265_Avg,Week04_265_Cnt,Week04_270_Avg,Week04_270_Cnt,Week05_235_Avg,Week05_235_Cnt,Week05_240_Avg,Week05_240_Cnt,Week05_245_Avg,Week05_245_Cnt,Week05_260_Avg,Week05_260_Cnt,Week05_265_Avg,Week05_265_Cnt,Week05_270_Avg,Week05_270_Cnt,Week06_235_Avg,Week06_235_Cnt,Week06_240_Avg,Week06_240_Cnt,Week06_245_Avg,Week06_245_Cnt,Week06_260_Avg,Week06_260_Cnt,Week06_265_Avg,Week06_265_Cnt,Week06_270_Avg,Week06_270_Cnt,Week07_235_Avg,Week07_235_Cnt,Week07_240_Avg,Week07_240_Cnt,Week07_245_Avg,Week07_245_Cnt,Week07_260_Avg,Week07_260_Cnt,Week07_265_Avg,Week07_265_Cnt,Week07_270_Avg,Week07_270_Cnt,Week08_235_Avg,Week08_235_Cnt,Week08_240_Avg,Week08_240_Cnt,Week08_245_Avg,Week08_245_Cnt,Week08_260_Avg,Week08_260_Cnt,Week08_265_Avg,Week08_265_Cnt,Week08_270_Avg,Week08_270_Cnt,Week09_235_Avg,Week09_235_Cnt,Week09_240_Avg,Week09_240_Cnt,Week09_245_Avg,Week09_245_Cnt,Week09_260_Avg,Week09_260_Cnt,Week09_265_Avg,Week09_265_Cnt,Week09_270_Avg,Week09_270_Cnt,Week10_235_Avg,Week10_235_Cnt,Week10_240_Avg,Week10_240_Cnt,Week10_245_Avg,Week10_245_Cnt,Week10_260_Avg,Week10_260_Cnt,Week10_265_Avg,Week10_265_Cnt,Week10_270_Avg,Week10_270_Cnt,Week11_235_Avg,Week11_235_Cnt,Week11_240_Avg,Week11_240_Cnt,Week11_245_Avg,Week11_245_Cnt,Week11_260_Avg,Week11_260_Cnt,Week11_265_Avg,Week11_265_Cnt,Week11_270_Avg,Week11_270_Cnt,Week12_235_Avg,Week12_235_Cnt,Week12_240_Avg,Week12_240_Cnt,Week12_245_Avg,Week12_245_Cnt,Week12_260_Avg,Week12_260_Cnt,Week12_265_Avg,Week12_265_Cnt,Week12_270_Avg,Week12_270_Cnt,Week13_235_Avg,Week13_235_Cnt,Week13_240_Avg,Week13_240_Cnt,Week13_245_Avg,Week13_245_Cnt,Week13_260_Avg,Week13_260_Cnt,Week13_265_Avg,Week13_265_Cnt,Week13_270_Avg,Week13_270_Cnt,Week14_235_Avg,Week14_235_Cnt,Week14_240_Avg,Week14_240_Cnt,Week14_245_Avg,Week14_245_Cnt,Week14_260_Avg,Week14_260_Cnt,Week14_265_Avg,Week14_265_Cnt,Week14_270_Avg,Week14_270_Cnt,Week15_235_Avg,Week15_235_Cnt,Week15_240_Avg,Week15_240_Cnt,Week15_245_Avg,Week15_245_Cnt,Week15_260_Avg,Week15_260_Cnt,Week15_265_Avg,Week15_265_Cnt,Week15_270_Avg,Week15_270_Cnt,Week16_235_Avg,Week16_235_Cnt,Week16_240_Avg,Week16_240_Cnt,Week16_245_Avg,Week16_245_Cnt,Week16_260_Avg,Week16_260_Cnt,Week16_265_Avg,Week16_265_Cnt,Week16_270_Avg,Week16_270_Cnt,Week17_235_Avg,Week17_235_Cnt,Week17_240_Avg,Week17_240_Cnt,Week17_245_Avg,Week17_245_Cnt,Week17_260_Avg,Week17_260_Cnt,Week17_265_Avg,Week17_265_Cnt,Week17_270_Avg,Week17_270_Cnt,Week18_235_Avg,Week18_235_Cnt,Week18_240_Avg,Week18_240_Cnt,Week18_245_Avg,Week18_245_Cnt,Week18_260_Avg,Week18_260_Cnt,Week18_265_Avg,Week18_265_Cnt,Week18_270_Avg,Week18_270_Cnt,Week19_235_Avg,Week19_235_Cnt,Week19_240_Avg,Week19_240_Cnt,Week19_245_Avg,Week19_245_Cnt,Week19_260_Avg,Week19_260_Cnt,Week19_265_Avg,Week19_265_Cnt,Week19_270_Avg,Week19_270_Cnt,Week20_235_Avg,Week20_235_Cnt,Week20_240_Avg,Week20_240_Cnt,Week20_245_Avg,Week20_245_Cnt,Week20_260_Avg,Week20_260_Cnt,Week20_265_Avg,Week20_265_Cnt,Week20_270_Avg,Week20_270_Cnt,Week21_235_Avg,Week21_235_Cnt,Week21_240_Avg,Week21_240_Cnt,Week21_245_Avg,Week21_245_Cnt,Week21_260_Avg,Week21_260_Cnt,Week21_265_Avg,Week21_265_Cnt,Week21_270_Avg,Week21_270_Cnt,Week22_235_Avg,Week22_235_Cnt,Week22_240_Avg,Week22_240_Cnt,Week22_245_Avg,Week22_245_Cnt,Week22_260_Avg,Week22_260_Cnt,Week22_265_Avg,Week22_265_Cnt,Week22_270_Avg,Week22_270_Cnt,Week23_235_Avg,Week23_235_Cnt,Week23_240_Avg,Week23_240_Cnt,Week23_245_Avg,Week23_245_Cnt,Week23_260_Avg,Week23_260_Cnt,Week23_265_Avg,Week23_265_Cnt,Week23_270_Avg,Week23_270_Cnt,Week24_235_Avg,Week24_235_Cnt,Week24_240_Avg,Week24_240_Cnt,Week24_245_Avg,Week24_245_Cnt,Week24_260_Avg,Week24_260_Cnt,Week24_265_Avg,Week24_265_Cnt,Week24_270_Avg,Week24_270_Cnt,Week25_235_Avg,Week25_235_Cnt,Week25_240_Avg,Week25_240_Cnt,Week25_245_Avg,Week25_245_Cnt,Week25_260_Avg,Week25_260_Cnt,Week25_265_Avg,Week25_265_Cnt,Week25_270_Avg,Week25_270_Cnt,Week26_235_Avg,Week26_235_Cnt,Week26_240_Avg,Week26_240_Cnt,Week26_245_Avg,Week26_245_Cnt,Week26_260_Avg,Week26_260_Cnt,Week26_265_Avg,Week26_265_Cnt,Week26_270_Avg,Week26_270_Cnt,Week01_Golden_Avg,Week01_Golden_Cnt,Week02_Golden_Avg,Week02_Golden_Cnt,Week03_Golden_Avg,Week03_Golden_Cnt,Week04_Golden_Avg,Week04_Golden_Cnt,Week05_Golden_Avg,Week05_Golden_Cnt,Week06_Golden_Avg,Week06_Golden_Cnt,Week07_Golden_Avg,Week07_Golden_Cnt,Week08_Golden_Avg,Week08_Golden_Cnt,Week09_Golden_Avg,Week09_Golden_Cnt,Week10_Golden_Avg,Week10_Golden_Cnt,Week11_Golden_Avg,Week11_Golden_Cnt,Week12_Golden_Avg,Week12_Golden_Cnt,Week13_Golden_Avg,Week13_Golden_Cnt,Week14_Golden_Avg,Week14_Golden_Cnt,Week15_Golden_Avg,Week15_Golden_Cnt,Week16_Golden_Avg,Week16_Golden_Cnt,Week17_Golden_Avg,Week17_Golden_Cnt,Week18_Golden_Avg,Week18_Golden_Cnt,Week19_Golden_Avg,Week19_Golden_Cnt,Week20_Golden_Avg,Week20_Golden_Cnt,Week21_Golden_Avg,Week21_Golden_Cnt,Week22_Golden_Avg,Week22_Golden_Cnt,Week23_Golden_Avg,Week23_Golden_Cnt,Week24_Golden_Avg,Week24_Golden_Cnt,Week25_Golden_Avg,Week25_Golden_Cnt,Week26_Golden_Avg,Week26_Golden_Cnt
464206,뉴발란스 992 메이드 인 USA 코어 블랙,5454,U992TB,2025-03-07,200288700,Black,0,2025-03-14,647,338419,647,338419,37,323243,50,311480,37,321162,167,334383,147,350265,209,345498,351000,3,,,355000,1,373000,7,405750,8,381556,9,330000,3,344000,1,336000,3,355417,12,371111,9,368429,14,329167,6,335333,6,335500,4,351929,14,392833,6,380421,19,340000,4,317714,7,332286,7,353091,11,374625,8,378400,15,319333,3,310500,2,341333,3,345714,14,363400,10,358412,17,335000,2,309000,3,306500,2,344375,8,368900,10,356071,14,328000,1,310000,1,325667,3,336083,12,364600,10,340385,13,334000,1,,,320000,1,342750,4,362333,9,338400,10,,,304250,4,300000,1,337000,9,348273,11,333091,11,322000,1,302500,2,315000,1,321500,10,346500,2,330714,7,320000,1,291333,3,339000,1,331250,4,331333,3,329800,5,,,304400,5,340000,1,330000,3,330000,3,332455,11,315000,1,310000,1,343000,1,319818,11,329000,5,332500,4,312000,2,,,262000,1,322250,4,325429,7,328200,10,325000,1,,,,,320500,2,329750,8,328667,3,,,306667,3,290000,1,324500,4,368000,2,306250,4,,,319000,2,290000,1,334667,3,322143,7,327000,1,306000,1,,,289000,1,317250,4,337000,2,319500,6,,,280000,1,280000,1,310000,7,311500,2,315500,6,299000,1,300000,1,280000,1,296000,3,325000,2,318750,4,317000,1,304000,1,295000,1,315667,3,323500,6,312250,4,,,294333,3,,,309667,3,305000,3,318400,5,,,,,,,302500,8,321500,2,325800,5,292000,3,315000,1,,,335000,1,303833,6,319000,2,290000,1,324000,2,,,305500,2,327000,3,320500,6,298000,1,320000,1,295000,1,318500,4,336333,3,318750,4,382107,28,359643,42,360745,55,355135,52,350408,49,349718,39,342975,40,346800,25,334583,36,324565,23,323588,17,326043,23,324391,23,322292,24,327857,14,319214,14,322429,14,318214,14,308588,17,307667,12,315812,16,308500,14,312800,15,306692,13,318071,14,319357,14
461430,뉴발란스 1906L 블랙,5814,U1906LBN,2025-03-19,239000,Black,0,2025-03-30,533,233023,533,233023,40,202025,40,211875,52,212096,114,238711,155,237748,132,246606,281000,1,220000,1,240000,2,271667,3,268000,4,304250,4,207750,4,210000,1,233000,4,259111,9,265571,7,272222,9,240000,1,259000,2,256333,3,265727,11,265000,12,263417,12,209667,3,204800,5,231000,4,253286,7,261333,9,258222,9,176750,4,230000,3,196750,4,246000,5,250714,14,268125,8,185500,6,201000,4,180286,7,239375,8,228429,7,,,201400,5,222000,1,177000,2,244167,6,233500,10,259222,9,198000,2,212000,3,192500,2,257333,3,248182,11,264000,1,182000,1,206333,3,210000,3,248500,2,240600,5,244750,4,194000,1,182250,4,,,248400,5,240600,5,231000,7,178000,2,163500,2,209000,1,261000,1,248667,3,227143,7,,,185000,1,195000,1,245500,2,248750,4,278750,4,163500,2,224500,2,,,240500,4,,,251625,8,203500,4,,,,,264333,3,278000,3,248500,2,,,,,193000,1,259750,4,278250,4,255000,3,241000,2,,,,,270000,1,255500,2,257500,4,,,,,219000,1,220000,1,240000,3,237200,5,,,200000,1,193000,2,234000,5,219400,5,213667,3,,,204000,1,202667,3,224000,1,221667,6,206750,4,,,199000,1,216667,3,215000,3,239000,3,204000,4,,,248000,1,210667,3,215000,3,197750,4,219333,3,,,,,217500,2,221500,2,209222,9,233833,6,260000,1,,,239000,1,205667,6,191200,5,237000,2,,,,,,,203400,5,191111,9,220000,5,262000,1,240000,1,,,202500,6,203250,4,208800,5,,,250333,3,246667,3,202500,8,226000,7,225750,4,272333,15,253353,34,263195,41,243946,37,238658,38,209156,32,233818,33,235591,22,228333,18,226591,22,218062,16,248417,12,234438,16,244833,12,259167,12,254778,9,234500,10,218375,16,212867,15,216214,14,212429,14,219158,19,210867,15,201947,19,210235,17,223840,25
65216,뉴발란스 574 레거시 네이비,77000,U574LGBB,2022-05-05,149000,Navy,0,2022-06-10,3098,259482,3098,259482,342,382953,438,348356,374,333107,628,202777,646,204015,670,203890,,,,,,,,,154000,4,137000,4,,,,,,,129000,2,,,147500,4,119000,2,,,,,,,,,,,,,,,,,,,,,120000,2,,,,,,,,,,,,,,,,,129000,2,,,110000,2,,,,,,,,,125000,2,,,123500,4,,,135000,2,,,119000,2,120000,2,,,140000,6,120333,6,,,128500,4,140000,2,115000,4,226500,24,233800,60,241333,18,175263,38,186000,14,174368,38,354429,14,307214,56,352556,18,197533,60,208733,30,197160,50,331867,30,308087,46,312368,38,186185,54,183750,48,174244,90,361741,54,333086,70,307350,40,190440,50,188903,62,188370,54,392650,40,398958,48,338333,30,215389,36,223280,50,216273,44,408500,44,398467,30,355231,52,239870,46,220400,50,220963,54,394308,26,391667,24,319773,44,241875,32,227167,48,230462,52,392588,34,394111,36,314923,52,226160,50,220385,52,233423,52,447125,16,463500,20,350000,40,214581,62,221618,68,233600,40,483375,16,484750,8,404750,16,212407,54,227217,46,236778,36,489000,18,465667,6,412000,10,195400,60,197647,68,201640,50,507600,10,466909,22,419800,10,174476,42,173074,54,198406,64,494750,8,490500,4,402000,4,186294,34,177913,46,204214,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145500,8,141333,6,119000,2,120000,2,,,119500,4,124000,6,124667,6,128000,22,206760,192,247737,228,230569,306,262273,330,296129,248,298500,276,284735,226,285572,276,277000,246,275761,176,240387,212,242168,202,223903,124,,,,,,,,
343934,뉴발란스 1906A Black,1055,M1906AF,2024-09-18,208355900,Black,0,2024-11-14,82,224256,82,224256,10,224500,8,234875,10,238600,10,236900,22,223591,22,208682,,,260000,1,,,,,245000,2,,,,,,,,,233500,2,240000,1,,,210000,1,,,253000,1,,,239000,1,,,,,,,255000,1,,,221000,2,256500,2,,,234000,1,237000,1,,,225000,1,,,224000,1,,,241000,1,259000,1,,,,,232000,2,,,,,249000,1,,,204000,1,,,215000,2,,,,,,,205000,1,,,,,219000,1,218000,1,208000,1,220500,2,,,,,,,,,,,220000,1,,,,,,,,,203000,1,204000,1,199000,1,210000,1,203000,1,,,218500,2,198000,1,230000,1,,,,,,,210000,1,207000,1,,,,,230500,2,,,215000,2,200250,4,,,,,,,239000,1,210000,1,206500,2,229000,1,,,,,230000,1,216000,1,,,229000,1,249000,1,259000,1,230000,1,217000,1,,,,,,,,,,,,,,,230000,1,,,258000,1,,,215000,1,,,,,247000,1,,,234000,1,185000,1,206000,1,230000,1,,,,,243000,1,266000,1,180500,2,,,249000,1,,,,,266000,1,206000,1,,,,,,,,,,,206000,1,,,,,,,,,,,,,,,,,,,,,,,206000,1,,,,,,,,,220000,1,,,250000,3,235667,3,234000,3,242000,5,232000,3,241333,3,229250,4,211667,3,217200,5,220000,1,203500,2,207833,6,215667,3,211500,8,215500,4,225000,3,236800,5,,,234333,3,218000,4,220000,5,240333,3,206000,1,,,206000,1,220000,1
186600,뉴발란스 1906R 블랙 실버 메탈릭,35000,M1906RCH,2023-08-29,179000,Black/Silver Metallic,0,2023-10-18,1387,170559,1387,170559,224,178906,232,180470,176,171653,223,166578,249,166181,283,162138,170333,3,164000,1,176500,2,178500,2,179333,3,,,157222,9,167800,10,163222,9,160625,8,163857,7,162556,9,161556,9,170750,12,165429,7,163444,9,158444,9,162769,13,169286,7,164571,7,154750,4,164333,6,157556,9,162083,12,172500,10,165375,8,162200,5,164500,6,165364,11,162889,9,166000,5,171778,9,164750,8,167375,8,163333,3,158900,10,170833,6,175125,8,176600,5,171875,8,178333,6,170167,6,168429,7,167091,11,166714,7,166111,9,167429,7,158308,13,160333,3,166571,7,164500,4,155333,6,157000,10,157400,10,156778,9,157800,5,153429,7,154333,12,158714,7,157286,7,151000,3,161700,10,157000,4,158500,10,154857,7,154900,10,161778,9,158867,15,155222,9,150444,9,156000,3,151500,8,164800,5,167889,9,157667,3,158750,4,156000,12,155000,7,165000,11,161500,8,160625,8,151714,7,151182,11,151727,11,168222,9,164857,7,161000,8,148571,7,152286,7,151571,7,166167,6,165444,9,164500,8,160400,5,157800,10,147000,7,171889,9,164167,12,165100,10,158167,6,157125,8,154636,11,178455,11,181091,11,169000,7,160667,6,164545,11,161750,12,190643,14,203625,8,181667,12,159214,14,172200,10,157500,12,184625,8,197600,10,175111,9,163158,19,168688,16,161300,20,204250,8,216556,9,184700,10,180467,15,179615,26,166556,18,200188,16,219300,10,199500,4,184750,8,177167,12,176312,16,199067,15,208917,12,207429,7,179750,8,176909,11,173875,8,185000,14,201500,14,184375,8,181857,14,169733,15,167733,15,202429,14,237167,6,199667,6,183333,12,171250,12,170444,18,224250,4,214250,4,190800,5,195800,5,176000,6,171071,14,174818,11,162635,52,163966,59,162333,45,165939,49,165395,43,173718,39,164981,54,159525,40,156128,47,157182,44,156038,53,160000,40,156893,56,158289,45,160244,45,162054,56,169879,58,175986,70,171390,82,183779,86,191197,66,192131,61,181175,80,187912,68,187842,38
496016,뉴발란스 740 블랙 시멘트 블랙 - D 스탠다드,4888,U740BO2,,139000,Black Cement/Black,0,2025-04-22,267,122139,267,122139,60,115733,44,119114,32,116719,48,120083,46,129043,37,134892,121750,4,122000,2,,,,,121000,1,,,,,121000,2,,,119000,1,121000,2,121000,2,119500,2,118000,1,130500,2,120000,1,121000,2,121000,1,139000,1,120000,2,,,131500,2,,,121000,1,120000,1,,,127000,1,,,,,128000,1,,,,,,,131000,1,130000,1,,,134000,1,,,,,125500,2,130000,3,132000,1,129000,2,127000,3,126333,3,129000,2,124750,4,,,134000,1,118000,1,113000,1,,,,,129000,2,,,121333,3,122000,2,128000,2,132500,2,124000,3,,,122000,1,124500,2,123000,1,140000,1,,,136000,1,131000,1,,,130000,3,149000,1,,,133000,1,125000,2,,,124000,1,,,120000,1,120000,1,,,,,124000,1,,,130000,2,122000,1,,,121000,1,123000,1,138000,1,131000,1,120000,4,120000,1,,,122000,1,126250,4,133500,2,119000,2,118667,3,119000,1,118000,2,127333,3,139000,1,118000,1,,,117000,1,111333,3,117250,4,129000,1,115500,2,107333,3,112000,2,108333,3,124667,3,137000,1,109500,4,112000,3,116000,1,116000,2,,,127000,2,104333,3,115400,5,112333,3,116000,3,125200,5,128000,4,107333,6,117500,2,105000,1,115000,4,134000,3,134500,2,102000,6,115667,3,110000,4,115333,6,128500,2,148500,2,111286,7,115500,2,112333,6,113500,2,156000,2,156000,4,112600,5,123333,3,109000,1,126500,4,149000,1,163000,2,126500,4,137000,1,,,,,144000,1,152000,1,121714,7,120714,7,122333,9,127167,6,125000,3,130500,2,129571,7,126786,14,124600,5,125083,12,126800,5,134333,6,125400,5,126000,4,127000,5,124500,12,122500,12,116700,10,115214,14,114667,12,117957,23,117500,18,115000,23,123783,23,126438,16,134143,7
385699,뉴발란스 1906R 피스타치오 버터 모렐,14000,M1906RNP,2024-11-14,219000,Pistachio Butter/Morel/Black,0,2024-11-15,314,228178,314,228178,36,225583,33,240182,19,248105,84,221786,62,227677,80,226762,,,199000,1,,,199000,1,224000,1,179000,1,,,,,,,189000,1,185000,2,,,,,,,,,218000,1,199500,2,,,,,,,,,,,204000,2,214000,2,,,,,185000,1,,,200000,1,200000,2,,,,,180000,1,200000,1,,,,,,,,,,,199333,3,,,,,179000,1,,,,,,,200500,2,203500,4,,,,,,,197500,2,180000,1,197000,1,183500,2,,,,,,,184000,2,195000,1,,,186000,2,,,,,182000,1,190000,1,180667,3,209500,4,226000,2,181667,3,222000,1,187000,4,198333,3,224000,6,,,191600,5,194500,2,199800,5,238000,1,228500,2,,,202250,4,211500,6,226833,6,239000,1,229333,3,240500,2,201250,8,208667,3,221000,5,212800,5,220000,1,239000,3,206625,8,233714,7,221200,5,229000,3,220000,1,,,206800,5,234000,1,223000,6,226200,5,222200,5,243500,2,216333,6,231400,5,247750,4,251200,5,294500,2,,,222500,8,242000,2,234667,6,262600,5,340000,1,267333,3,241500,6,252000,4,238000,2,255000,2,221000,1,,,254714,7,239600,5,240600,5,,,319500,2,283000,3,268667,3,261200,5,241857,7,,,,,261000,1,241750,4,250000,1,259000,3,,,329000,1,300000,1,279333,3,264333,3,251400,5,,,359000,1,,,246500,2,300000,1,250000,2,,,,,,,269333,3,256000,2,258667,3,200250,4,186333,3,205667,3,209000,4,196250,4,190000,2,199333,3,199143,7,193000,4,186000,5,186000,4,196882,17,204048,21,217579,19,215864,22,220552,29,219562,16,228704,27,239870,23,256571,21,245750,20,264650,20,250556,9,270538,13,275333,6,262000,8
89436,뉴발란스 530 클래식 블랙,16000,MR530CC,2022-12-16,139000,Black,0,2022-12-16,703,140660,703,140660,124,139895,120,139250,92,138783,119,142807,113,142903,135,140126,128250,8,127429,7,131500,2,137375,8,128857,7,136143,7,128714,7,135250,4,122667,3,136857,7,137000,4,129400,5,129125,8,132750,8,126000,9,133857,7,145000,6,130077,13,124333,3,127571,7,126750,4,127889,9,130714,7,129857,7,114444,9,121167,6,122400,5,121300,10,118571,7,122400,10,112167,6,117000,7,119500,4,117333,9,114444,9,121833,6,122714,14,114571,7,134615,13,120923,13,123727,11,120333,9,138571,7,122471,17,152000,3,123714,14,122182,11,120833,12,139125,8,132000,4,142400,5,143143,7,140125,8,125400,10,150429,7,142200,10,147667,3,152714,7,148833,6,132214,14,169000,6,163000,3,149500,4,161333,3,154125,8,153500,6,176400,5,160286,7,150000,1,179333,3,183800,5,154800,5,175000,1,176000,5,161500,4,201500,2,,,162667,3,168286,7,215667,3,209000,1,200000,1,176667,3,165000,1,173333,3,245000,1,,,,,197500,2,203500,4,150000,1,200000,2,194000,1,213000,2,155000,1,180000,1,159500,2,,,185250,4,219333,3,196500,2,202667,3,155500,4,151667,3,149333,3,212000,1,209000,1,160000,1,153500,2,149000,3,132600,5,,,214000,1,,,150000,2,143000,5,131000,5,191333,3,215000,1,149000,1,143000,3,140000,2,130667,3,,,202000,2,165800,5,143333,3,141667,3,137400,5,229500,2,,,164400,5,141250,4,139000,1,129000,1,200000,1,218000,1,183500,2,,,140000,1,139000,1,,,,,,,141000,2,139333,3,125000,1,183500,2,152600,5,186667,3,142000,2,140000,1,134500,2,136800,5,137200,5,143500,2,131667,39,132100,30,131902,51,128324,37,119915,47,116756,41,123672,67,125531,64,136429,42,143213,47,157967,30,168654,26,172800,15,183062,16,197400,10,188125,8,194214,14,162000,13,148273,11,153412,17,155600,15,156833,18,161800,10,139500,2,157188,16,138235,17
65217,뉴발란스 574 레거시 블랙,32000,U574LGG1,2023-05-05,149000,Black,0,2022-06-11,59,129898,59,129898,2,139000,1,124000,2,132000,20,129450,6,141000,28,127250,,,,,129000,1,139000,2,,,150500,2,,,,,,,142667,3,150000,1,134000,1,,,,,,,126000,3,,,133000,1,139000,1,,,,,145000,1,130000,1,134250,4,139000,1,,,,,129000,2,149000,2,128000,2,,,,,135000,1,124500,2,,,127000,2,,,124000,1,,,127250,4,134000,2,118444,9,,,,,,,114667,3,,,126000,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141600,5,142400,5,127750,4,135857,7,135857,7,127600,5,122938,16,122600,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102872,뉴발란스 2002R 프리미엄 빈티지 블랙,21000,M2002RNC,2023-02-27,189000,Black,0,2023-02-25,1434,181893,1434,181893,150,164433,127,175260,119,171050,292,189445,341,188393,405,182706,178000,5,169333,3,178111,9,175900,10,175059,17,174524,21,178500,10,176800,5,176250,4,177500,18,176632,19,177250,24,166333,9,173750,8,176500,8,175625,16,173130,23,172036,28,166250,12,174412,17,176538,13,171385,26,172000,25,171333,27,163812,16,173500,10,179500,6,178258,31,176308,26,174900,30,166357,14,175500,12,175778,9,198682,22,189160,25,183871,31,171556,9,179167,6,170500,6,203571,14,198118,17,189704,27,168556,9,173000,10,171000,7,199000,14,192773,22,196667,21,169714,7,178714,7,169000,4,195867,15,189174,23,193545,22,167700,10,181000,5,167333,6,197846,13,197500,18,183609,23,170600,10,178429,7,168700,10,201647,17,199188,16,181040,25,173000,3,189750,4,169333,3,206333,9,207929,14,189692,13,165333,3,187000,5,178000,4,202889,9,200714,14,188765,17,158250,4,183000,3,168333,3,190600,5,208875,8,189500,12,147333,3,182000,2,168000,1,191167,6,196556,9,187857,14,147750,4,,,166500,4,192083,12,194200,10,183800,5,149250,4,176500,2,163000,1,182625,8,188545,11,180333,9,130600,5,172500,2,159000,3,187714,7,185700,10,178750,8,145000,2,162000,1,149667,3,186750,8,192167,6,179923,13,154000,1,153000,3,155333,3,200429,7,192625,8,189200,10,,,141667,3,,,207400,5,196500,2,186400,5,154000,1,171500,2,162000,1,216000,2,194714,7,191200,5,159500,2,174000,3,165500,2,200000,1,198250,4,189333,3,161000,2,184000,1,166000,1,197250,4,198500,4,186286,7,149200,5,175000,5,161000,6,182875,8,180000,1,183667,3,,,185000,1,177500,2,189200,5,181000,2,167500,2,175400,65,177238,80,172913,92,171975,120,174706,119,184221,113,189646,79,187964,83,187974,78,185813,75,185682,85,196087,46,192077,52,188143,35,186286,35,183514,35,179171,35,173600,35,178394,33,184844,32,185800,15,189444,18,182200,15,187316,19,170750,28,181917,12
23523,뉴발란스 992 메이드 인 USA 그레이 - D 스탠다드,43000,M992GR,2020-04-13,259000,GREY,0,2020-02-20,109,318183,109,318183,5,313600,7,301857,10,308300,36,317167,25,325120,26,322000,,,300000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000,1,,,,,,,399000,1,369000,2,345000,2,370000,1,,,308000,1,311333,3,322778,9,332500,2,357000,2,349000,1,314000,2,,,315300,10,342000,6,338333,3,304750,4,292333,3,291667,6,308133,15,315231,13,313650,20,,,,,,,,,323000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000,1,,,,,300000,1,366167,6,325059,17,327136,22,308836,61,323000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775768,뉴발란스 로버 SD2510 블랙,294,SD2510BK,2026-01-30,139000,Black,0,2026-01-31,92,165065,92,165065,,,57,170614,,,26,158846,,,9,147889,,,172464,28,,,151818,11,,,132250,4,,,161235,17,,,162500,12,,,153000,3,,,179583,12,,,170000,3,,,171500,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163442,43,160938,32,176941,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
