product_id,한글명,관심수,모델번호,발매일,발매가,색상,is_womens,oldest_trade_date,TotalCnt_All,TotalAvg_All,TotalCnt_Golden,TotalAvg_Golden,TotalCnt_235,TotalAvg_235,TotalCnt_240,TotalAvg_240,TotalCnt_245,TotalAvg_245,TotalCnt_260,TotalAvg_260,TotalCnt_265,TotalAvg_265,TotalCnt_270,TotalAvg_270,Week01_235_Avg,Week01_235_Cnt,Week01_240_Avg,Week01_240_Cnt,Week01_245_Avg,Week01_245_Cnt,Week01_260_Avg,Week01_260_Cnt,Week01_265_Avg,Week01_265_Cnt,Week01_270_Avg,Week01_270_Cnt,Week02_235_Avg,Week02_235_Cnt,Week02_240_Avg,Week02_240_Cnt,Week02_245_Avg,Week02_245_Cnt,Week02_260_Avg,Week02_260_Cnt,Week02_265_Avg,Week02_265_Cnt,Week02_270_Avg,Week02_270_Cnt,Week03_235_Avg,Week03_235_Cnt,Week03_240_Avg,Week03_240_Cnt,Week03_245_Avg,Week03_245_Cnt,Week03_260_Avg,Week03_260_Cnt,Week03_265_Avg,Week03_265_Cnt,Week03_270_Avg,Week03_270_Cnt,Week04_235_Avg,Week04_235_Cnt,Week04_240_Avg,Week04_240_Cnt,Week04_245_Avg,Week04_245_Cnt,Week04_260_Avg,Week04_260_Cnt,Week04_265_Avg,Week04_265_Cnt,Week04_270_Avg,Week04_270_Cnt,Week05_235_Avg,Week05_235_Cnt,Week05_240_Avg,Week05_240_Cnt,Week05_245_Avg,Week05_245_Cnt,Week05_260_Avg,Week05_260_Cnt,Week05_265_Avg,Week05_265_Cnt,Week05_270_Avg,Week05_270_Cnt,Week06_235_Avg,Week06_235_Cnt,Week06_240_Avg,Week06_240_Cnt,Week06_245_Avg,Week06_245_Cnt,Week06_260_Avg,Week06_260_Cnt,Week06_265_Avg,Week06_265_Cnt,Week06_270_Avg,Week06_270_Cnt,Week07_235_Avg,Week07_235_Cnt,Week07_240_Avg,Week07_240_Cnt,Week07_245_Avg,Week07_245_Cnt,Week07_260_Avg,Week07_260_Cnt,Week07_265_Avg,Week07_265_Cnt,Week07_270_Avg,Week07_270_Cnt,Week08_235_Avg,Week08_235_Cnt,Week08_240_Avg,Week08_240_Cnt,Week08_245_Avg,Week08_245_Cnt,Week08_260_Avg,Week08_260_Cnt,Week08_265_Avg,Week08_265_Cnt,Week08_270_Avg,Week08_270_Cnt,Week09_235_Avg,Week09_235_Cnt,Week09_240_Avg,Week09_240_Cnt,Week09_245_Avg,Week09_245_Cnt,Week09_260_Avg,Week09_260_Cnt,Week09_265_Avg,Week09_265_Cnt,Week09_270_Avg,Week09_270_Cnt,Week10_235_Avg,Week10_235_Cnt,Week10_240_Avg,Week10_240_Cnt,Week10_245_Avg,Week10_245_Cnt,Week10_260_Avg,Week10_260_Cnt,Week10_265_Avg,Week10_265_Cnt,Week10_270_Avg,Week10_270_Cnt,Week11_235_Avg,Week11_235_Cnt,Week11_240_Avg,Week11_240_Cnt,Week11_245_Avg,Week11_245_Cnt,Week11_260_Avg,Week11_260_Cnt,Week11_265_Avg,Week11_265_Cnt,Week11_270_Avg,Week11_270_Cnt,Week12_235_Avg,Week12_235_Cnt,Week12_240_Avg,Week12_240_Cnt,Week12_245_Avg,Week12_245_Cnt,Week12_260_Avg,Week12_260_Cnt,Week12_265_Avg,Week12_265_Cnt,Week12_270_Avg,Week12_270_Cnt,Week13_235_Avg,Week13_235_Cnt,Week13_240_Avg,Week13_240_Cnt,Week13_245_Avg,Week13_245_Cnt,Week13_260_Avg,Week13_260_Cnt,Week13_265_Avg,Week13_265_Cnt,Week13_270_Avg,Week13_270_Cnt,Week14_235_Avg,Week14_235_Cnt,Week14_240_Avg,Week14_240_Cnt,Week14_245_Avg,Week14_245_Cnt,Week14_260_Avg,Week14_260_Cnt,Week14_265_Avg,Week14_265_Cnt,Week14_270_Avg,Week14_270_Cnt,Week15_235_Avg,Week15_235_Cnt,Week15_240_Avg,Week15_240_Cnt,Week15_245_Avg,Week15_245_Cnt,Week15_260_Avg,Week15_260_Cnt,Week15_265_Avg,Week15_265_Cnt,Week15_270_Avg,Week15_270_Cnt,Week16_235_Avg,Week16_235_Cnt,Week16_240_Avg,Week16_240_Cnt,Week16_245_Avg,Week16_245_Cnt,Week16_260_Avg,Week16_260_Cnt,Week16_265_Avg,Week16_265_Cnt,Week16_270_Avg,Week16_270_Cnt,Week17_235_Avg,Week17_235_Cnt,Week17_240_Avg,Week17_240_Cnt,Week17_245_Avg,Week17_245_Cnt,Week17_260_Avg,Week17_260_Cnt,Week17_265_Avg,Week17_265_Cnt,Week17_270_Avg,Week17_270_Cnt,Week18_235_Avg,Week18_235_Cnt,Week18_240_Avg,Week18_240_Cnt,Week18_245_Avg,Week18_245_Cnt,Week18_260_Avg,Week18_260_Cnt,Week18_265_Avg,Week18_265_Cnt,Week18_270_Avg,Week18_270_Cnt,Week19_235_Avg,Week19_235_Cnt,Week19_240_Avg,Week19_240_Cnt,Week19_245_Avg,Week19_245_Cnt,Week19_260_Avg,Week19_260_Cnt,Week19_265_Avg,Week19_265_Cnt,Week19_270_Avg,Week19_270_Cnt,Week20_235_Avg,Week20_235_Cnt,Week20_240_Avg,Week20_240_Cnt,Week20_245_Avg,Week20_245_Cnt,Week20_260_Avg,Week20_260_Cnt,Week20_265_Avg,Week20_265_Cnt,Week20_270_Avg,Week20_270_Cnt,Week21_235_Avg,Week21_235_Cnt,Week21_240_Avg,Week21_240_Cnt,Week21_245_Avg,Week21_245_Cnt,Week21_260_Avg,Week21_260_Cnt,Week21_265_Avg,Week21_265_Cnt,Week21_270_Avg,Week21_270_Cnt,Week22_235_Avg,Week22_235_Cnt,Week22_240_Avg,Week22_240_Cnt,Week22_245_Avg,Week22_245_Cnt,Week22_260_Avg,Week22_260_Cnt,Week22_265_Avg,Week22_265_Cnt,Week22_270_Avg,Week22_270_Cnt,Week23_235_Avg,Week23_235_Cnt,Week23_240_Avg,Week23_240_Cnt,Week23_245_Avg,Week23_245_Cnt,Week23_260_Avg,Week23_260_Cnt,Week23_265_Avg,Week23_265_Cnt,Week23_270_Avg,Week23_270_Cnt,Week24_235_Avg,Week24_235_Cnt,Week24_240_Avg,Week24_240_Cnt,Week24_245_Avg,Week24_245_Cnt,Week24_260_Avg,Week24_260_Cnt,Week24_265_Avg,Week24_265_Cnt,Week24_270_Avg,Week24_270_Cnt,Week25_235_Avg,Week25_235_Cnt,Week25_240_Avg,Week25_240_Cnt,Week25_245_Avg,Week25_245_Cnt,Week25_260_Avg,Week25_260_Cnt,Week25_265_Avg,Week25_265_Cnt,Week25_270_Avg,Week25_270_Cnt,Week26_235_Avg,Week26_235_Cnt,Week26_240_Avg,Week26_240_Cnt,Week26_245_Avg,Week26_245_Cnt,Week26_260_Avg,Week26_260_Cnt,Week26_265_Avg,Week26_265_Cnt,Week26_270_Avg,Week26_270_Cnt,Week01_Golden_Avg,Week01_Golden_Cnt,Week02_Golden_Avg,Week02_Golden_Cnt,Week03_Golden_Avg,Week03_Golden_Cnt,Week04_Golden_Avg,Week04_Golden_Cnt,Week05_Golden_Avg,Week05_Golden_Cnt,Week06_Golden_Avg,Week06_Golden_Cnt,Week07_Golden_Avg,Week07_Golden_Cnt,Week08_Golden_Avg,Week08_Golden_Cnt,Week09_Golden_Avg,Week09_Golden_Cnt,Week10_Golden_Avg,Week10_Golden_Cnt,Week11_Golden_Avg,Week11_Golden_Cnt,Week12_Golden_Avg,Week12_Golden_Cnt,Week13_Golden_Avg,Week13_Golden_Cnt,Week14_Golden_Avg,Week14_Golden_Cnt,Week15_Golden_Avg,Week15_Golden_Cnt,Week16_Golden_Avg,Week16_Golden_Cnt,Week17_Golden_Avg,Week17_Golden_Cnt,Week18_Golden_Avg,Week18_Golden_Cnt,Week19_Golden_Avg,Week19_Golden_Cnt,Week20_Golden_Avg,Week20_Golden_Cnt,Week21_Golden_Avg,Week21_Golden_Cnt,Week22_Golden_Avg,Week22_Golden_Cnt,Week23_Golden_Avg,Week23_Golden_Cnt,Week24_Golden_Avg,Week24_Golden_Cnt,Week25_Golden_Avg,Week25_Golden_Cnt,Week26_Golden_Avg,Week26_Golden_Cnt
615791,뉴발란스 1906R 블랙 다크 실버 메탈릭,4312,U1906RNB,2025-09-26,219000,Black/Dark Silver Metalic/Black Cement,0,2025-11-03,372,169234,372,169234,18,180833,42,181143,29,162897,97,162598,98,167133,88,172920,238000,1,,,,,,,234000,1,238000,2,,,194000,2,,,,,,,170000,1,,,,,,,163667,3,196000,1,176000,3,,,166000,1,,,,,,,171000,3,,,204500,2,225000,1,186000,2,168000,2,178667,3,,,189000,1,139000,1,163857,7,144667,6,150917,12,168000,1,150500,2,,,167750,4,164000,4,170800,10,174500,4,181000,2,,,156818,11,154667,9,171714,7,189000,1,181500,4,,,172000,3,159778,9,168625,8,188000,1,194750,4,163571,7,158583,12,154714,14,172182,11,204000,1,185250,4,168000,1,160333,3,166800,10,160000,4,,,189500,2,163800,5,165385,13,181500,10,177500,6,174500,4,207750,4,157250,4,174000,9,180286,7,199667,3,160000,1,167000,4,161000,3,161250,12,178083,12,193000,4,178000,4,166900,10,159429,7,156250,16,169917,12,177636,11,,,,,,,157500,2,172000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237000,4,186000,3,173571,7,169750,4,187800,10,153852,27,166857,21,163000,33,168720,25,164796,49,169652,23,173000,36,180161,31,170972,36,166500,60,162333,3,,,,,,,,,,,,,,,,,,,,
464209,뉴발란스 992 메이드 인 USA 코어 블랙 그레이,9600,U992BK,2025-03-07,309000,Black/Grey/Silver Metallic,0,2025-03-11,1528,358433,1528,358433,81,335444,98,334418,102,322363,277,377101,430,369202,540,354902,350000,1,,,339000,1,438750,4,465667,9,438182,11,385000,2,381500,6,352000,3,415727,11,430545,11,415783,23,410500,6,387700,10,371167,12,431000,13,439692,26,409390,41,426000,1,409667,3,391600,5,459286,14,443360,25,414622,37,418250,4,411400,5,378500,8,436619,21,424484,31,400086,35,400000,4,397000,6,354200,5,422400,10,401621,29,382448,29,377833,6,381400,5,350600,5,414375,16,390826,23,375357,28,374000,2,365000,1,350750,4,407800,10,382611,18,365833,24,347200,5,342500,6,328200,5,411636,11,372500,20,357895,19,367667,3,335500,2,327667,6,377636,11,369154,13,347478,23,356500,6,326333,3,300000,1,362947,19,366619,21,338053,19,314000,3,304333,6,310000,3,356667,12,360818,11,334455,22,313500,2,311333,3,308400,5,351615,13,358083,12,342571,14,328333,3,295200,5,319500,2,350533,15,343000,12,337562,16,323500,2,300500,4,285000,4,336571,7,341643,14,346778,9,315000,1,306000,2,273600,5,327909,11,344700,10,340250,8,285400,5,288500,2,275500,4,330200,10,327615,13,329846,13,281000,3,287250,4,274000,1,324625,8,324933,15,324267,15,266750,4,278000,3,258000,1,321200,5,312680,25,308240,25,276500,2,284000,4,264800,5,332857,7,324722,18,306000,16,271333,3,285250,4,259000,2,328000,9,310500,14,300800,20,274750,4,292200,5,269667,3,331462,13,309933,15,300526,19,278600,5,291500,2,267000,3,322556,9,320100,10,301222,18,298000,1,292000,1,275333,6,339500,4,317400,10,305500,14,319000,1,285000,4,287000,1,351333,6,314375,16,308913,23,283500,2,299500,2,284000,2,360000,8,319556,9,308263,19,440577,26,410482,56,413093,108,429035,85,414317,104,394157,83,386217,83,377305,59,366818,66,356638,58,354145,69,338684,57,342184,49,337264,53,331225,40,326243,37,318191,47,317413,46,306159,63,309308,52,303615,52,305712,59,304319,47,306972,36,313510,51,317786,42
135624,뉴발란스 530 그레이,33000,MR530CK,2023-08-18,139000,Grey,0,2023-06-18,1608,142286,1608,142286,223,139076,256,137453,162,133759,288,145934,334,144919,345,146357,,,,,,,160000,1,174000,2,,,134000,1,135000,1,,,,,,,,,,,,,149000,1,,,141500,2,127000,1,127000,1,127000,2,127000,1,127000,2,127000,1,127000,1,127000,2,124667,3,126000,1,127000,2,127000,1,127000,2,123000,1,,,124000,1,125500,2,125000,1,126000,2,,,,,,,129000,2,129333,3,129500,2,129000,1,128000,1,128000,1,129000,1,132000,1,131500,4,126000,1,127750,4,126667,3,128833,6,130400,5,129286,7,120250,8,117200,5,119000,7,130417,12,130125,8,130000,7,129846,13,127667,15,129444,9,139278,18,134455,22,139458,24,133773,22,133000,19,135769,13,146864,22,142857,21,144522,23,137429,21,133429,21,131200,10,146900,20,146115,26,138682,22,139500,10,138360,25,128875,16,143500,18,143619,21,155389,18,137769,13,138857,14,134000,6,139067,15,135632,19,148389,18,138353,17,137111,18,132167,12,142708,24,139913,23,141192,26,145167,12,143562,16,138538,13,158833,18,161200,20,159381,21,160000,11,147267,15,144300,10,169562,16,161067,15,163737,19,172750,12,162400,10,147286,7,169250,12,161833,24,164789,19,154000,16,149474,19,148167,6,161118,17,156917,24,156720,25,145500,14,139294,17,140375,8,148235,17,146667,24,149789,19,138625,8,135333,18,134500,8,139450,20,141211,19,147842,19,129833,12,132214,14,131667,12,134588,17,137474,19,140917,24,123688,16,131500,8,129800,10,142400,15,136263,19,138000,20,125636,11,128800,10,123857,7,140100,10,137417,12,135389,18,,,120000,1,,,139000,1,134500,2,132750,4,169333,3,134500,2,139750,4,127000,8,126273,11,125000,7,129286,7,130222,9,128731,26,125468,47,134455,101,139917,120,139900,120,141778,108,139682,85,139333,120,152700,100,158744,86,163976,84,155290,107,145596,99,140239,92,135418,98,134250,88,132706,68,132375,8
23852,뉴발란스 993 메이드 인 USA 그레이 - D 스탠다드,58000,MR993GL,2018-08-21,279000,GREY/WHITE,0,2020-04-23,392,254207,392,254207,,,,,,,96,260458,153,245307,143,259531,,,,,,,,,,,266333,3,,,,,,,,,,,300000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000,1,,,271000,1,,,,,,,,,290000,1,,,,,,,,,,,,,,,,,,,,,,,300000,2,300000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349000,1,270000,1,,,,,,,,,,,350000,1,,,,,,,,,,,300000,1,,,,,,,,,,,350000,1,,,,,,,,,,,348750,4,,,,,,,265286,7,,,297625,8,,,,,,,252500,14,292500,4,264556,9,,,,,,,256000,14,231119,42,239161,31,,,,,,,258944,18,236636,33,241920,25,,,,,,,253250,12,245400,15,252125,16,,,,,,,262375,8,252636,22,272267,15,,,,,,,276308,13,257261,23,261882,17,,,,,,,259667,9,245100,10,244857,7,266333,3,300000,1,,,,,285500,2,290000,1,,,300000,3,,,,,270000,1,,,,,309500,2,350000,1,300000,1,350000,1,348750,4,282533,15,262444,27,237989,87,243658,76,250093,43,260911,45,263415,53,250077,26
435203,뉴발란스 1906L 블랙 블랙 시멘트,8504,U1906LNT,2025-02-05,239000,Black/Black Cement,0,2025-02-08,369,274152,369,274152,24,238208,27,262741,29,275966,83,271108,103,277942,103,283670,250000,1,,,,,325000,2,357000,1,278600,5,,,,,,,305000,1,320833,6,317200,5,262500,2,278333,3,296750,4,306000,5,307400,5,330000,8,264000,1,295400,5,295500,4,276667,3,309909,11,315600,10,264500,2,261333,6,349000,1,271125,16,291000,10,295800,10,259000,1,256000,1,,,272583,12,272750,4,275727,11,,,257000,1,299000,1,272400,5,268500,4,269800,5,233000,1,,,287200,5,271500,4,272571,7,271250,4,238500,2,259500,2,299000,2,271000,3,278333,3,279250,8,256000,1,280000,1,,,267000,5,274667,3,286200,5,239000,1,285000,1,,,282000,2,282000,5,289000,1,235000,1,,,299000,1,290000,1,,,291500,2,246000,2,250000,1,250000,1,277000,2,266500,6,273800,5,251000,3,270000,1,261250,4,277500,2,265667,6,278000,3,,,,,230000,1,265667,3,265750,4,286667,3,190000,1,,,,,246500,2,262667,6,268500,4,,,200000,1,,,247500,2,250000,4,250000,1,190000,1,199500,2,,,245000,2,243000,1,,,,,,,230000,1,256500,2,255600,5,,,223000,1,234000,1,,,271000,3,289000,1,,,,,264000,1,,,235000,1,,,265000,1,,,,,,,,,257000,3,246333,3,206500,2,,,,,251000,1,239600,5,244250,4,189000,1,,,,,238500,2,,,,,,,,,223500,2,,,211000,1,225250,4,,,,,225500,2,227500,2,263000,2,212000,1,294444,9,318000,12,305704,27,303471,34,281156,45,272759,29,271312,16,273714,21,273800,20,275067,15,278700,10,281400,5,265529,17,265842,19,268182,11,256385,13,243125,8,220333,6,252625,8,259833,6,254667,3,251667,6,236583,12,222000,3,222714,7,234857,7
23928,뉴발란스 530 화이트,91000,MR530SG,2019-12-02,119000,White/Silver/Blue,0,2020-04-20,459,103505,459,103505,134,104269,90,107578,55,100891,59,103576,54,103000,67,99000,,,127500,2,,,111667,3,,,,,,,,,,,,,,,118000,1,,,151000,1,,,,,,,,,,,,,,,117000,2,115000,1,,,130000,1,160000,2,100000,2,109000,3,105000,1,105600,5,142000,2,134333,3,100000,4,109000,1,107667,3,102333,3,132000,12,121333,9,120333,3,110500,2,110250,4,109000,3,118500,4,130833,6,124333,3,112333,3,99000,1,99750,4,103167,6,126000,2,105000,1,104600,5,102500,2,97600,5,110500,2,106000,4,112500,2,108000,3,106800,5,102000,2,99889,18,107333,3,104000,3,108250,4,122000,2,115000,1,109333,6,99500,6,95500,2,110000,1,122000,2,110000,6,115750,4,109714,7,99500,2,108833,6,103333,3,108500,2,102818,11,106333,3,,,99667,3,98000,4,96200,5,100000,6,96167,6,95000,1,101500,4,101500,2,100000,1,95250,4,98000,2,96000,1,85000,1,105000,1,82000,3,98571,7,101167,6,101000,3,92000,2,105000,1,106000,1,100857,14,96750,4,98250,8,99000,1,109000,1,98667,6,98933,15,98875,8,97444,9,101250,4,97800,5,96000,2,100250,4,96500,4,96333,3,95667,3,97250,4,94500,4,94000,7,,,93600,5,,,98000,2,,,90000,3,87750,4,83000,1,96000,2,97667,3,90000,3,97000,1,88000,4,89000,1,89000,3,95000,2,87500,2,88500,4,,,97000,1,94500,2,98500,2,89500,2,90000,2,85000,1,,,,,92500,2,90667,3,85000,1,87333,3,,,92000,1,89000,1,93000,3,118000,5,118000,1,151000,1,116333,3,115000,14,114125,16,122000,33,117476,21,104381,21,107333,18,104000,31,106870,23,108750,24,100846,26,99050,20,92417,12,99750,20,99559,34,98558,43,96818,22,94429,14,91188,16,90000,13,92364,11,90250,8,89667,9
102871,뉴발란스 2002R 프리미엄 빈티지 그레이,29000,M2002RNM,2023-02-27,189000,Grey,0,2023-02-25,1262,192770,1262,192770,91,183440,123,184715,95,186337,242,199818,324,196049,387,191951,159000,1,173000,6,166000,2,164667,3,159800,5,166000,9,157167,6,176500,8,172800,5,173167,12,165111,9,165000,14,175167,6,166667,9,173333,3,166091,11,167600,15,168083,12,160000,1,169700,10,180167,6,176154,13,171286,14,171125,24,177083,12,174167,6,177700,10,184833,18,179476,21,172957,23,185714,7,179400,10,188250,4,206375,8,184789,19,179500,26,184400,5,181500,6,197500,4,206900,10,202667,24,195353,17,191125,8,184800,10,193500,6,215818,11,215000,9,199500,12,215000,3,192500,4,197429,7,214111,9,209923,13,190526,19,,,195889,9,189714,7,206615,13,204125,16,192529,17,191714,7,217500,4,196500,2,208333,6,207000,13,206385,13,196000,4,220000,3,197500,2,229364,11,209933,15,228273,11,197500,2,,,188500,6,214900,10,201312,16,204278,18,186000,3,188200,5,186667,3,199889,18,201500,14,197000,14,191250,4,186750,4,181250,4,198667,12,194059,17,197786,28,194000,2,200000,6,188500,6,193556,9,198143,14,201357,14,195000,2,187000,1,188000,1,188100,10,193000,11,195227,22,141000,1,184250,4,183000,2,202333,12,192923,13,189909,11,181500,2,183667,3,,,213000,4,197714,14,192737,19,,,190000,2,179000,3,210167,6,209636,11,207222,9,179500,2,171500,2,183000,2,208800,5,208875,8,203615,13,180000,1,189000,3,184000,1,211143,7,217667,6,214400,10,184333,3,196750,4,182000,1,216833,6,216200,5,211000,2,181500,4,197000,1,186000,3,214250,4,211333,6,199333,12,160000,1,218000,1,193667,3,210800,5,205714,7,201700,10,188750,4,189500,2,208500,2,203444,9,202556,9,198125,8,166000,26,168389,54,168375,56,172544,68,178011,90,184811,74,197803,66,200732,56,201327,55,198645,62,205089,45,217870,46,203327,52,197123,57,195043,69,197137,51,192851,47,192302,43,195143,42,204806,31,200938,32,209250,28,206000,21,199933,30,202593,27,199706,34
257712,뉴발란스 x 포터리 574 프리미엄 하드 네이비,24000,U574BG2,2024-03-15,149000,Hard Navy,0,2024-03-12,1395,154783,1395,154783,118,139814,152,141737,105,137562,272,156812,344,161262,404,161656,140600,5,140571,7,137500,2,152182,22,156429,28,155088,34,139833,6,141778,9,140111,9,154179,39,160640,50,158271,48,143556,9,146875,16,141714,14,160185,27,165306,36,168610,41,139895,19,145842,19,141167,18,163926,27,168742,31,166683,41,143067,15,142882,17,136625,8,160867,30,160964,28,161257,35,132500,12,135000,10,134533,15,153333,24,157069,29,157548,31,136091,11,131833,12,138714,7,154471,17,160042,24,162000,27,138875,8,137357,14,136200,5,150917,12,163000,26,162125,24,136125,8,141200,10,132250,4,155400,10,159083,24,162500,22,137500,6,141667,9,131000,4,159625,8,162812,16,162550,20,140750,4,140500,6,128500,4,164444,9,152222,9,161632,19,150750,4,139800,5,134833,6,153571,7,160500,12,160667,12,141500,4,146667,6,138000,3,165900,10,165625,8,169286,14,144333,3,156200,5,138000,4,152333,15,162750,12,162000,19,145750,4,141286,7,139000,2,151571,14,158364,11,154471,17,,,,,,,146000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152684,98,155391,161,159545,143,157813,155,155226,133,149397,121,151949,98,153427,89,153551,78,154873,63,153745,51,153043,46,160311,45,156586,58,151636,55,146000,1,,,,,,,,,,,,,,,,,,,,
557656,뉴발란스 204L 팀버울프 리넨,11000,U204LMMC,2025-08-13,159000,Timberwolf/Linen,0,2025-08-13,1499,163900,1499,163900,392,161569,440,167182,328,163040,101,166238,121,163017,117,160675,199000,7,223125,8,222250,4,200333,3,199200,5,210500,4,204667,12,224444,9,208786,14,192000,1,,,209000,1,188889,18,191444,18,181941,17,189000,4,189000,5,187667,3,176941,17,176955,22,177579,19,185167,6,188500,2,182000,3,176875,24,185652,23,174158,19,204833,6,205000,6,187417,12,187200,20,176485,33,176880,25,212800,10,224800,5,214000,2,169957,23,173700,30,170647,17,220667,3,198333,6,180333,3,169200,30,167760,25,169833,18,216500,2,183800,5,169500,6,164200,20,165500,20,161053,19,210667,3,180000,7,176500,6,173333,15,179000,19,166154,13,203500,2,179600,5,179571,7,175000,12,194750,4,167769,13,207333,3,185500,2,174200,5,172615,13,177118,17,162625,8,167889,9,158800,5,164250,4,164059,17,166143,21,158600,10,155667,3,156167,6,166600,5,153750,20,154731,26,154294,17,154000,5,163833,6,152600,5,145900,10,149789,19,152889,9,152000,4,150800,5,148000,4,140462,13,151375,16,147100,10,145667,3,151400,5,146000,5,144333,12,161000,14,147091,11,130000,1,144333,3,149667,3,149067,15,170067,15,152000,7,136750,4,155500,4,176000,2,139769,13,148824,17,147545,11,127000,1,138167,6,176500,2,135091,11,135923,13,145000,11,133500,4,136000,2,161750,4,126875,8,137417,12,141000,7,126250,4,133667,3,145333,3,123429,7,135000,12,131545,11,122833,6,126000,4,131333,6,134188,16,156333,9,134091,11,123500,2,126750,8,115333,6,134647,17,142267,15,136900,10,113571,7,123000,5,116000,6,133929,14,159500,12,148583,12,119500,2,131875,8,123200,5,158250,8,164545,11,158000,5,121000,3,148333,3,122600,5,209871,31,210811,37,187738,65,178391,69,183689,90,186000,95,175780,82,170884,86,168067,75,175787,61,177538,39,169964,56,162919,62,154899,79,149706,51,146981,52,150364,44,156851,47,145580,50,140022,45,134946,37,129565,46,134269,52,131633,60,141170,53,151057,35
771694,뉴발란스 2010 앱졸브 블랙 팬텀,1148,U2010ACB,2026-01-29,219000,Black/Phantom,0,2026-01-29,81,243481,81,243481,5,245400,4,219750,1,230000,27,242741,23,247609,21,244619,246333,3,216333,3,230000,1,238923,13,248000,16,246500,16,244000,2,,,,,220571,7,254333,3,238250,4,,,230000,1,,,272000,7,241000,4,240000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243000,52,234250,16,256769,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437626,뉴발란스 미니머스 MT10O 블랙 캐슬락,13000,MT10OAC,2025-02-19,159000,Black/Castlerock,0,2025-03-03,520,188815,520,188815,111,167225,115,178687,99,178586,51,203608,61,213984,83,216337,,,,,,,,,,,234500,2,,,242000,2,,,,,,,213000,1,,,,,,,,,290000,1,210000,1,,,249000,1,,,200000,1,,,279000,1,,,,,249000,2,,,,,,,169000,3,174250,4,189333,3,175000,1,191000,5,176500,2,174333,3,160333,6,159167,6,181200,5,180250,4,170167,6,160833,6,160800,5,162800,5,179000,2,172500,2,172400,5,155286,7,162000,4,151000,3,166600,5,170000,2,176333,3,153111,9,156222,9,159091,11,170500,6,179400,5,186692,13,150800,5,154900,10,150250,4,175667,3,191750,4,200875,8,156000,6,163200,5,154500,8,183600,5,196750,4,214000,3,155750,4,174857,7,161000,5,243667,3,220500,4,222000,3,155400,10,178667,3,170000,5,,,223500,4,230429,7,158600,10,178000,5,167667,6,295000,1,219000,4,240500,6,161500,4,166571,7,172556,9,220000,1,269000,2,269000,1,170625,8,185000,2,173750,4,200000,1,226000,1,268000,1,174333,6,176800,5,184500,6,221333,3,222000,3,261000,4,174000,4,183000,4,196000,4,226000,4,,,251000,3,178500,2,179800,5,214600,5,235000,1,258000,4,261667,3,186000,3,193364,11,,,235000,1,290000,1,250000,1,179250,4,204714,7,259500,2,258000,3,226667,3,260000,1,189800,5,222000,4,230000,1,245000,1,226000,2,267250,4,191500,4,208000,3,248500,2,260000,2,290000,1,230000,2,196167,6,193500,2,205667,3,210500,2,228000,3,232000,2,186000,2,193500,4,213800,5,,,220500,2,,,234500,2,232333,3,250000,2,242667,3,249000,2,180833,18,169600,30,165920,25,162083,24,167566,53,170735,34,172097,31,189654,26,187828,29,190500,32,183000,24,183765,17,200407,27,203632,19,219050,20,203529,17,219150,20,225471,17,225500,14,208333,18,204308,13
